Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(-CT|-MC),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.39·xy + 0.57·x + -0.0.y + 0.12) / (-0.39·xy + 0.57·x + -0.0·y + 0.12)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.68·xy + -0.41·x + -0.52.y + 0.31) / (0.0·xy + 0.0·x + 0.0·y + 0.0)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(-MC|-B),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.38·xy + -0.59·x + 0.03.y + 0.04) / (0.38·xy + -0.59·x + 0.03·y + 0.04)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(-SH|-B),(0.69·x + -0.14)/(0.69·x + -0.14),(0.7·x + -0.06)/(0.7·x + -0.06),(0.09·xy + 0.65·x + -0.27.y + 0.02) / (0.09·xy + 0.65·x + -0.27·y + 0.02)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.6196,P(-CT|-B),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.34·xy + 0.59·x + -0.08.y + 0.16) / (-0.34·xy + 0.59·x + -0.08·y + 0.16)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(-MC|SH),(0.7·x + 0.12)/(0.7·x + 0.12),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.33·xy + -0.48·x + 0.38.y + 0.13) / (-0.33·xy + -0.48·x + 0.38·y + 0.13)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(-B|SH),(-0.7·x + -0.09)/(-0.7·x + -0.09),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.66·xy + -0.08·x + 0.25.y + -0.01) / (-0.66·xy + -0.08·x + 0.25·y + -0.01)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5552,P(-CT|SH),(0.69·x + -0.14)/(0.69·x + -0.14),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.58·xy + -0.13·x + 0.35.y + 0.15) / (-0.58·xy + -0.13·x + 0.35·y + 0.15)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-MC|-SH),(0.67·x + -0.23)/(0.67·x + -0.23),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.05·xy + 0.02·x + -0.69.y + -0.14) / (-0.05·xy + 0.02·x + -0.69·y + -0.14)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-B|-SH),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.45·xy + -0.52·x + -0.07.y + 0.15) / (0.45·xy + -0.52·x + -0.07·y + 0.15)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-CT|-SH),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.67·xy + 0.16·x + 0.13.y + -0.06) / (-0.67·xy + 0.16·x + 0.13·y + -0.06)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(-MC|-CT),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.67·x + -0.22)/(0.67·x + -0.22),(0.7·xy + 0.06·x + 0.06.y + -0.09) / (0.7·xy + 0.06·x + 0.06·y + -0.09)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(-B|-CT),(0.16·x + 0.69)/(0.16·x + 0.69),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.26·xy + -0.64·x + 0.09.y + 0.09) / (-0.26·xy + -0.64·x + 0.09·y + 0.09)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.6166,P(-SH|-CT),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.51·x + 0.49)/(0.51·x + 0.49),(0.36·xy + 0.32·x + 0.52.y + -0.06) / (0.36·xy + 0.32·x + 0.52·y + -0.06)
