Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(-C|B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.16·xy + 0.69·x + 0.01.y + -0.03) / (0.16·xy + 0.69·x + 0.01·y + -0.03)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.589,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.589,P(-MC|SH),(0.71·x + 0.05)/(0.71·x + 0.05),(0.7·x + 0.09)/(0.7·x + 0.09),(0.52·xy + 0.45·x + -0.16.y + 0.09) / (0.52·xy + 0.45·x + -0.16·y + 0.09)
P(-B|-MC),P(-C|B^-ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.589,P(-ISC|SH),(0.51·x + 0.49)/(0.51·x + 0.49),(0.67·x + -0.24)/(0.67·x + -0.24),(0.18·xy + 0.61·x + 0.3.y + -0.07) / (0.18·xy + 0.61·x + 0.3·y + -0.07)
P(-B|-MC),P(-C|B^-ISC),0.589,P(CT|SH),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.68·xy + 0.2·x + 0.05.y + 0.0) / (-0.68·xy + 0.2·x + 0.05·y + 0.0)
P(-B|-MC),P(-C|B^-ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(-MC|CT),(0.7·x + 0.06)/(0.7·x + 0.06),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.27·xy + 0.62·x + -0.21.y + -0.06) / (-0.27·xy + 0.62·x + -0.21·y + -0.06)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(-ISC|CT),(0.71·x + 0.05)/(0.71·x + 0.05),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.49·xy + -0.49·x + 0.12.y + 0.09) / (-0.49·xy + -0.49·x + 0.12·y + 0.09)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(SH|CT),(0.71·x + 0.02)/(0.71·x + 0.02),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.32·xy + -0.38·x + 0.46.y + 0.21) / (-0.32·xy + -0.38·x + 0.46·y + 0.21)
P(-B|-MC),P(-C|B^-ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
