Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(C|B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.07)/(0.7·x + 0.07),(0.7·x + -0.12)/(0.7·x + -0.12),(0.17·xy + -0.66·x + -0.17.y + -0.04) / (0.17·xy + -0.66·x + -0.17·y + -0.04)
P(-B|-MC),P(C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.589,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.589,P(-MC|SH),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.69·xy + -0.03·x + 0.11.y + 0.12) / (-0.69·xy + -0.03·x + 0.11·y + 0.12)
P(-B|-MC),P(C|B^-ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.589,P(-ISC|SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.16·x + 0.69)/(0.16·x + 0.69),(0.5·xy + -0.49·x + -0.03.y + 0.03) / (0.5·xy + -0.49·x + -0.03·y + 0.03)
P(-B|-MC),P(C|B^-ISC),0.589,P(CT|SH),(0.71·x + -0.02)/(0.71·x + -0.02),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.39·xy + -0.34·x + -0.48.y + -0.03) / (-0.39·xy + -0.34·x + -0.48·y + -0.03)
P(-B|-MC),P(C|B^-ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),1.4422,P(-MC|CT),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.46·xy + -0.44·x + 0.28.y + 0.11) / (-0.46·xy + -0.44·x + 0.28·y + 0.11)
P(-B|-MC),P(C|B^-ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),1.4422,P(-ISC|CT),(0.7·x + 0.06)/(0.7·x + 0.06),(0.67·x + -0.23)/(0.67·x + -0.23),(0.26·xy + 0.01·x + 0.66.y + 0.01) / (0.26·xy + 0.01·x + 0.66·y + 0.01)
P(-B|-MC),P(C|B^-ISC),1.4422,P(SH|CT),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.56·xy + 0.43·x + 0.01.y + 0.0) / (-0.56·xy + 0.43·x + 0.01·y + 0.0)
P(-B|-MC),P(C|B^-ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
