Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(MC),P(ISC|-MC),0.5388,P(C|-B),(0.67·x + -0.23)/(0.67·x + -0.23),(0.68·x + 0.19)/(0.68·x + 0.19),(0.67·xy + -0.23·x + 0.04.y + -0.02) / (0.67·xy + -0.23·x + 0.04·y + -0.02)
P(MC),P(ISC|-MC),0.5388,P(-C|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5388,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5388,P(-SH|-B),(0.16·x + 0.69)/(0.16·x + 0.69),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.13·xy + 0.69·x + 0.01.y + -0.09) / (-0.13·xy + 0.69·x + 0.01·y + -0.09)
P(MC),P(ISC|-MC),0.5388,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5388,P(-CT|-B),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.14·xy + 0.46·x + -0.52.y + 0.02) / (0.14·xy + 0.46·x + -0.52·y + 0.02)
P(MC),P(ISC|-MC),0.6173,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.6173,P(-B|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(0.69·x + 0.16)/(0.69·x + 0.16),(0.58·xy + -0.4·x + 0.06.y + 0.01) / (0.58·xy + -0.4·x + 0.06·y + 0.01)
P(MC),P(ISC|-MC),0.6173,P(C|SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.67·x + -0.23)/(0.67·x + -0.23),(0.18·xy + 0.68·x + -0.06.y + -0.07) / (0.18·xy + 0.68·x + -0.06·y + -0.07)
P(MC),P(ISC|-MC),0.6173,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.6173,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.6173,P(-CT|SH),(0.52·x + -0.48)/(0.52·x + -0.48),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.27·xy + 0.65·x + 0.02.y + -0.01) / (-0.27·xy + 0.65·x + 0.02·y + -0.01)
P(MC),P(ISC|-MC),0.5713,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5713,P(-B|-SH),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.29·xy + -0.59·x + -0.25.y + 0.04) / (-0.29·xy + -0.59·x + -0.25·y + 0.04)
P(MC),P(ISC|-MC),0.5713,P(C|-SH),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.44·xy + -0.54·x + 0.12.y + 0.07) / (-0.44·xy + -0.54·x + 0.12·y + 0.07)
P(MC),P(ISC|-MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5713,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5713,P(-CT|-SH),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.52·x + -0.48)/(0.52·x + -0.48),(0.45·xy + -0.5·x + -0.05.y + 0.22) / (0.45·xy + -0.5·x + -0.05·y + 0.22)
P(MC),P(ISC|-MC),0.8179,P(B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.8179,P(-B|CT),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.7·xy + -0.01·x + -0.06.y + -0.01) / (-0.7·xy + -0.01·x + -0.06·y + -0.01)
P(MC),P(ISC|-MC),0.8179,P(C|CT),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.36·xy + -0.61·x + -0.03.y + 0.02) / (-0.36·xy + -0.61·x + -0.03·y + 0.02)
P(MC),P(ISC|-MC),0.8179,P(-C|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.8179,P(SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.8179,P(-SH|CT),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.57·xy + 0.42·x + 0.07.y + 0.0) / (-0.57·xy + 0.42·x + 0.07·y + 0.0)
P(MC),P(ISC|-MC),0.5426,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5426,P(-B|-CT),(0.71·x + -0.04)/(0.71·x + -0.04),(0.52·x + -0.48)/(0.52·x + -0.48),(0.55·xy + 0.44·x + -0.02.y + 0.0) / (0.55·xy + 0.44·x + -0.02·y + 0.0)
P(MC),P(ISC|-MC),0.5426,P(C|-CT),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.69·x + 0.16)/(0.69·x + 0.16),(0.31·xy + 0.01·x + 0.64.y + 0.02) / (0.31·xy + 0.01·x + 0.64·y + 0.02)
P(MC),P(ISC|-MC),0.5426,P(-C|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5426,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5426,P(-SH|-CT),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.71·xy + 0.02·x + 0.01.y + 0.03) / (0.71·xy + 0.02·x + 0.01·y + 0.03)
