Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(-CT|-MC),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.7·x + 0.09)/(0.7·x + 0.09),(0.18·xy + 0.64·x + 0.22.y + 0.1) / (0.18·xy + 0.64·x + 0.22·y + 0.1)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(-MC|-B),(0.52·x + -0.48)/(0.52·x + -0.48),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.46·xy + -0.52·x + 0.11.y + 0.04) / (-0.46·xy + -0.52·x + 0.11·y + 0.04)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(-SH|-B),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.1·xy + -0.06·x + 0.7.y + 0.01) / (-0.1·xy + -0.06·x + 0.7·y + 0.01)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6196,P(-CT|-B),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.23·xy + -0.67·x + 0.04.y + -0.05) / (0.23·xy + -0.67·x + 0.04·y + -0.05)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(-MC|SH),(0.7·x + -0.12)/(0.7·x + -0.12),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.19·xy + 0.66·x + 0.1.y + -0.16) / (-0.19·xy + 0.66·x + 0.1·y + -0.16)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(-B|SH),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.45·xy + -0.06·x + -0.54.y + -0.01) / (-0.45·xy + -0.06·x + -0.54·y + -0.01)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5552,P(-CT|SH),(0.7·x + -0.12)/(0.7·x + -0.12),(0.7·x + 0.07)/(0.7·x + 0.07),(0.06·xy + -0.5·x + 0.5.y + -0.07) / (0.06·xy + -0.5·x + 0.5·y + -0.07)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-MC|-SH),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.62·xy + 0.22·x + -0.24.y + -0.12) / (0.62·xy + 0.22·x + -0.24·y + -0.12)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-B|-SH),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.01·xy + -0.61·x + 0.29.y + 0.21) / (-0.01·xy + -0.61·x + 0.29·y + 0.21)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-CT|-SH),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.14·xy + 0.57·x + -0.39.y + -0.01) / (0.14·xy + 0.57·x + -0.39·y + -0.01)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(-MC|-CT),(0.68·x + 0.19)/(0.68·x + 0.19),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.17·xy + 0.13·x + -0.67.y + -0.01) / (-0.17·xy + 0.13·x + -0.67·y + -0.01)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(-B|-CT),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + 0.09)/(0.7·x + 0.09),(0.27·xy + -0.65·x + -0.01.y + 0.05) / (0.27·xy + -0.65·x + -0.01·y + 0.05)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.6166,P(-SH|-CT),(0.52·x + -0.48)/(0.52·x + -0.48),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.7·xy + 0.04·x + 0.05.y + 0.07) / (-0.7·xy + 0.04·x + 0.05·y + 0.07)
