Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-C|B^-ISC),0.589,P(-MC|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.66·xy + 0.12·x + 0.21.y + -0.01) / (-0.66·xy + 0.12·x + 0.21·y + -0.01)
P(B|-MC),P(-C|B^-ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|B^-ISC),0.589,P(-ISC|SH),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.12·xy + 0.69·x + -0.06.y + -0.02) / (0.12·xy + 0.69·x + -0.06·y + -0.02)
P(B|-MC),P(-C|B^-ISC),0.589,P(CT|SH),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.7·x + -0.06)/(0.7·x + -0.06),(0.63·xy + 0.26·x + 0.2.y + -0.01) / (0.63·xy + 0.26·x + 0.2·y + -0.01)
P(B|-MC),P(-C|B^-ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|B^-ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|B^-ISC),1.4422,P(-MC|CT),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.7·x + 0.09)/(0.7·x + 0.09),(0.32·xy + -0.56·x + 0.26.y + 0.14) / (0.32·xy + -0.56·x + 0.26·y + 0.14)
P(B|-MC),P(-C|B^-ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|B^-ISC),1.4422,P(-ISC|CT),(0.67·x + -0.23)/(0.67·x + -0.23),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.57·xy + -0.4·x + -0.09.y + -0.1) / (-0.57·xy + -0.4·x + -0.09·y + -0.1)
P(B|-MC),P(-C|B^-ISC),1.4422,P(SH|CT),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + 0.06)/(0.7·x + 0.06),(0.11·xy + 0.11·x + 0.69.y + 0.06) / (0.11·xy + 0.11·x + 0.69·y + 0.06)
P(B|-MC),P(-C|B^-ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
