Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(-C|-B^-ISC),0.589,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),0.589,P(-MC|SH),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.22·xy + 0.33·x + -0.58.y + -0.1) / (-0.22·xy + 0.33·x + -0.58·y + -0.1)
P(-B|-MC),P(-C|-B^-ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),0.589,P(-ISC|SH),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.7·x + -0.09)/(0.7·x + -0.09),(0.69·xy + 0.13·x + -0.07.y + -0.07) / (0.69·xy + 0.13·x + -0.07·y + -0.07)
P(-B|-MC),P(-C|-B^-ISC),0.589,P(CT|SH),(-0.16·x + -0.33)/(-0.41·x + -0.83),(-0.04·x + -0.37)/(-0.11·x + -0.92),(-0.18·xy + 0.04·x + -0.25.y + -0.21) / (-0.44·xy + 0.11·x + -0.62·y + -0.52)
P(-B|-MC),P(-C|-B^-ISC),0.589,P(-CT|SH),(0.51·x + -0.04)/(0.85·x + -0.07),(0.02·x + 0.51)/(0.03·x + 0.86),(-0.38·xy + 0.29·x + 0.16.y + 0.08) / (-0.64·xy + 0.48·x + 0.27·y + 0.14)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(-MC|CT),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.3·xy + 0.61·x + -0.18.y + 0.07) / (-0.3·xy + 0.61·x + -0.18·y + 0.07)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(-ISC|CT),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.71·x + -0.02)/(0.71·x + -0.02),(0.53·xy + -0.44·x + 0.0.y + 0.16) / (0.53·xy + -0.44·x + 0.0·y + 0.16)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(SH|CT),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.52·xy + 0.34·x + -0.03.y + -0.33) / (-0.52·xy + 0.34·x + -0.03·y + -0.33)
P(-B|-MC),P(-C|-B^-ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
