Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(C|B^ISC),0.5552,P(-B|SH),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.68·xy + 0.09·x + 0.17.y + 0.01) / (-0.68·xy + 0.09·x + 0.17·y + 0.01)
P(-ISC|-MC),P(C|B^ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5552,P(-CT|SH),(0.7·x + 0.06)/(0.7·x + 0.06),(0.52·x + -0.48)/(0.52·x + -0.48),(0.68·xy + 0.08·x + 0.14.y + 0.07) / (0.68·xy + 0.08·x + 0.14·y + 0.07)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(-MC|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.35·xy + 0.54·x + -0.25.y + -0.15) / (-0.35·xy + 0.54·x + -0.25·y + -0.15)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(-B|-SH),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.04·xy + -0.19·x + 0.68.y + -0.02) / (0.04·xy + -0.19·x + 0.68·y + -0.02)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(-CT|-SH),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.47·xy + 0.06·x + -0.53.y + -0.03) / (0.47·xy + 0.06·x + -0.53·y + -0.03)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(-MC|-CT),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.29·xy + 0.29·x + -0.46.y + -0.35) / (0.29·xy + 0.29·x + -0.46·y + -0.35)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(-B|-CT),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.22·xy + -0.4·x + -0.53.y + 0.08) / (0.22·xy + -0.4·x + -0.53·y + 0.08)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.6166,P(-SH|-CT),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.35·xy + 0.55·x + -0.26.y + -0.03) / (0.35·xy + 0.55·x + -0.26·y + -0.03)
