Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(-CT|-MC),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.04·xy + 0.69·x + -0.08.y + -0.15) / (0.04·xy + 0.69·x + -0.08·y + -0.15)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(-MC|-B),(0.71·x + 0.05)/(0.71·x + 0.05),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.29·xy + 0.55·x + -0.32.y + -0.11) / (-0.29·xy + 0.55·x + -0.32·y + -0.11)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(-SH|-B),(0.67·x + -0.22)/(0.67·x + -0.22),(0.7·x + 0.06)/(0.7·x + 0.06),(0.53·xy + -0.41·x + -0.21.y + -0.05) / (0.53·xy + -0.41·x + -0.21·y + -0.05)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6196,P(-CT|-B),(0.51·x + 0.49)/(0.51·x + 0.49),(0.7·x + -0.06)/(0.7·x + -0.06),(0.59·xy + 0.19·x + -0.32.y + -0.13) / (0.59·xy + 0.19·x + -0.32·y + -0.13)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(-MC|SH),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.34·xy + 0.2·x + -0.58.y + 0.11) / (-0.34·xy + 0.2·x + -0.58·y + 0.11)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(-B|SH),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.21·xy + 0.66·x + 0.13.y + 0.06) / (-0.21·xy + 0.66·x + 0.13·y + 0.06)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5552,P(-CT|SH),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.03·xy + 0.7·x + -0.01.y + -0.07) / (-0.03·xy + 0.7·x + -0.01·y + -0.07)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(-MC|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.46·xy + 0.48·x + -0.14.y + -0.2) / (-0.46·xy + 0.48·x + -0.14·y + -0.2)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(-B|-SH),(0.71·x + 0.05)/(0.71·x + 0.05),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.51·xy + -0.42·x + -0.07.y + -0.23) / (-0.51·xy + -0.42·x + -0.07·y + -0.23)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.5938,P(-CT|-SH),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.15·xy + 0.68·x + -0.03.y + 0.13) / (0.15·xy + 0.68·x + -0.03·y + 0.13)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(-MC|-CT),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.45·xy + 0.33·x + 0.36.y + -0.25) / (-0.45·xy + 0.33·x + 0.36·y + -0.25)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(-B|-CT),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.27·xy + -0.65·x + 0.09.y + -0.02) / (0.27·xy + -0.65·x + 0.09·y + -0.02)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.6166,P(-SH|-CT),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.11·xy + 0.32·x + -0.62.y + 0.01) / (0.11·xy + 0.32·x + -0.62·y + 0.01)
