Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(ISC|-MC),P(C|-B^ISC),0.7125,P(-CT|-MC),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.46·xy + -0.53·x + -0.06.y + 0.11) / (-0.46·xy + -0.53·x + -0.06·y + 0.11)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(-MC|-B),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.7·x + -0.12)/(0.7·x + -0.12),(0.68·xy + 0.16·x + 0.07.y + 0.05) / (0.68·xy + 0.16·x + 0.07·y + 0.05)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(-SH|-B),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.05·xy + 0.1·x + -0.65.y + 0.26) / (-0.05·xy + 0.1·x + -0.65·y + 0.26)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6196,P(-CT|-B),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.31·xy + 0.49·x + 0.4.y + 0.08) / (0.31·xy + 0.49·x + 0.4·y + 0.08)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(-MC|SH),(0.7·x + -0.12)/(0.7·x + -0.12),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.31·xy + 0.26·x + 0.56.y + -0.16) / (-0.31·xy + 0.26·x + 0.56·y + -0.16)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(-B|SH),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.69·xy + -0.07·x + -0.12.y + -0.05) / (0.69·xy + -0.07·x + -0.12·y + -0.05)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5552,P(-CT|SH),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.28·xy + 0.64·x + -0.07.y + -0.06) / (-0.28·xy + 0.64·x + -0.07·y + -0.06)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-MC|-SH),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.69·xy + -0.08·x + -0.06.y + -0.11) / (-0.69·xy + -0.08·x + -0.06·y + -0.11)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-B|-SH),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.64·xy + -0.27·x + -0.11.y + -0.09) / (0.64·xy + -0.27·x + -0.11·y + -0.09)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-CT|-SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + -0.12)/(0.7·x + -0.12),(0.43·xy + -0.55·x + 0.07.y + 0.08) / (0.43·xy + -0.55·x + 0.07·y + 0.08)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(-MC|-CT),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.51·xy + 0.46·x + 0.17.y + -0.02) / (-0.51·xy + 0.46·x + 0.17·y + -0.02)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(-B|-CT),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.49·xy + 0.51·x + -0.04.y + -0.03) / (0.49·xy + 0.51·x + -0.04·y + -0.03)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.6166,P(-SH|-CT),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.5·xy + -0.42·x + 0.27.y + 0.06) / (-0.5·xy + -0.42·x + 0.27·y + 0.06)
