Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-CT|B),0.85,P(-SH|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8,P(MC|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8,P(-MC|-ISC),(0.68·x + -0.19)/(0.68·x + -0.19),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.45·xy + 0.54·x + -0.07.y + 0.02) / (-0.45·xy + 0.54·x + -0.07·y + 0.02)
P(B|-MC),P(-CT|B),0.8,P(C|-ISC),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.7·x + 0.06)/(0.7·x + 0.06),(0.05·xy + 0.7·x + -0.01.y + -0.07) / (0.05·xy + 0.7·x + -0.01·y + -0.07)
P(B|-MC),P(-CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8,P(SH|-ISC),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.22·xy + 0.63·x + 0.25.y + 0.05) / (-0.22·xy + 0.63·x + 0.25·y + 0.05)
P(B|-MC),P(-CT|B),0.8,P(-SH|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),1.445,P(MC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),1.445,P(-MC|C),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.65·xy + -0.27·x + 0.1.y + 0.05) / (-0.65·xy + -0.27·x + 0.1·y + 0.05)
P(B|-MC),P(-CT|B),1.445,P(ISC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),1.445,P(-ISC|C),(0.7·x + -0.12)/(0.7·x + -0.12),(0.71·x + 0.02)/(0.71·x + 0.02),(0.65·xy + 0.23·x + 0.11.y + -0.1) / (0.65·xy + 0.23·x + 0.11·y + -0.1)
P(B|-MC),P(-CT|B),1.445,P(SH|C),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.7·xy + 0.04·x + -0.07.y + -0.06) / (0.7·xy + 0.04·x + -0.07·y + -0.06)
P(B|-MC),P(-CT|B),1.445,P(-SH|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8602,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8602,P(-MC|SH),(0.69·x + -0.14)/(0.69·x + -0.14),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.19·xy + 0.67·x + -0.11.y + -0.03) / (-0.19·xy + 0.67·x + -0.11·y + -0.03)
P(B|-MC),P(-CT|B),0.8602,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8602,P(-ISC|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.69·xy + -0.11·x + -0.02.y + 0.09) / (-0.69·xy + -0.11·x + -0.02·y + 0.09)
P(B|-MC),P(-CT|B),0.8602,P(C|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(0.67·x + -0.22)/(0.67·x + -0.22),(0.25·xy + -0.64·x + -0.15.y + 0.02) / (0.25·xy + -0.64·x + -0.15·y + 0.02)
P(B|-MC),P(-CT|B),0.8602,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
