Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-C|-B^-ISC),0.7059,P(CT|-ISC),(0.68·x + 0.19)/(0.68·x + 0.19),(0.7·x + 0.06)/(0.7·x + 0.06),(0.29·xy + 0.64·x + -0.03.y + 0.0) / (0.29·xy + 0.64·x + -0.03·y + 0.0)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.589,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.589,P(-MC|SH),(0.69·x + -0.14)/(0.69·x + -0.14),(0.71·x + 0.05)/(0.71·x + 0.05),(0.68·xy + 0.07·x + -0.09.y + -0.15) / (0.68·xy + 0.07·x + -0.09·y + -0.15)
P(B|-MC),P(-C|-B^-ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.589,P(-ISC|SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.03·xy + 0.16·x + -0.67.y + -0.16) / (-0.03·xy + 0.16·x + -0.67·y + -0.16)
P(B|-MC),P(-C|-B^-ISC),0.589,P(CT|SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.61·xy + -0.27·x + 0.23.y + -0.05) / (-0.61·xy + -0.27·x + 0.23·y + -0.05)
P(B|-MC),P(-C|-B^-ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(-MC|CT),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.71·x + 0.01)/(0.71·x + 0.01),(0.31·xy + 0.51·x + 0.36.y + -0.13) / (0.31·xy + 0.51·x + 0.36·y + -0.13)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(-ISC|CT),(0.52·x + -0.48)/(0.52·x + -0.48),(0.71·x + 0.05)/(0.71·x + 0.05),(0.28·xy + -0.53·x + 0.01.y + 0.38) / (0.28·xy + -0.53·x + 0.01·y + 0.38)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(SH|CT),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.23·xy + -0.67·x + -0.07.y + -0.01) / (-0.23·xy + -0.67·x + -0.07·y + -0.01)
P(B|-MC),P(-C|-B^-ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
