Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(SH|-MC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.7·x + 0.06)/(0.7·x + 0.06),(0.7·xy + 0.05·x + -0.05.y + -0.01) / (0.7·xy + 0.05·x + -0.05·y + -0.01)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(-SH|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(CT|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.35·xy + -0.4·x + 0.33.y + -0.34) / (-0.35·xy + -0.4·x + 0.33·y + -0.34)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(-MC|-B),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.69·xy + 0.15·x + 0.02.y + 0.03) / (0.69·xy + 0.15·x + 0.02·y + 0.03)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(SH|-B),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.29·xy + 0.27·x + -0.43.y + -0.39) / (-0.29·xy + 0.27·x + -0.43·y + -0.39)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(-SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(CT|-B),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.46·xy + -0.06·x + 0.53.y + -0.02) / (-0.46·xy + -0.06·x + 0.53·y + -0.02)
P(-ISC|-MC),P(-C|-B^-ISC),0.6196,P(-CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(-MC|SH),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.18·xy + -0.67·x + 0.06.y + 0.1) / (0.18·xy + -0.67·x + 0.06·y + 0.1)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(-B|SH),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.59·xy + 0.37·x + 0.1.y + 0.05) / (-0.59·xy + 0.37·x + 0.1·y + 0.05)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(CT|SH),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.32·xy + -0.45·x + 0.44.y + -0.05) / (-0.32·xy + -0.45·x + 0.44·y + -0.05)
P(-ISC|-MC),P(-C|-B^-ISC),0.5552,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(-MC|-SH),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.4·xy + 0.39·x + -0.41.y + -0.15) / (0.4·xy + 0.39·x + -0.41·y + -0.15)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(-B|-SH),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.52·xy + 0.47·x + 0.06.y + 0.05) / (-0.52·xy + 0.47·x + 0.06·y + 0.05)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(CT|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.71·x + 0.01)/(0.71·x + 0.01),(0.46·xy + 0.22·x + 0.49.y + 0.03) / (0.46·xy + 0.22·x + 0.49·y + 0.03)
P(-ISC|-MC),P(-C|-B^-ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(-MC|-CT),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.08·xy + -0.35·x + 0.6.y + -0.09) / (-0.08·xy + -0.35·x + 0.6·y + -0.09)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(-B|-CT),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.28·xy + -0.61·x + -0.23.y + -0.02) / (-0.28·xy + -0.61·x + -0.23·y + -0.02)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.6166,P(-SH|-CT),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.46·xy + -0.42·x + -0.32.y + -0.11) / (-0.46·xy + -0.42·x + -0.32·y + -0.11)
