Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(-CT|-MC),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.59·xy + -0.39·x + 0.03.y + 0.03) / (0.59·xy + -0.39·x + 0.03·y + 0.03)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(-MC|-B),(0.67·x + -0.22)/(0.67·x + -0.22),(0.52·x + -0.48)/(0.52·x + -0.48),(0.7·xy + -0.1·x + -0.01.y + 0.03) / (0.7·xy + -0.1·x + -0.01·y + 0.03)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(-SH|-B),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.39·xy + 0.49·x + -0.22.y + -0.25) / (-0.39·xy + 0.49·x + -0.22·y + -0.25)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6196,P(-CT|-B),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.24·xy + -0.66·x + 0.08.y + -0.07) / (-0.24·xy + -0.66·x + 0.08·y + -0.07)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(-MC|SH),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.59·xy + -0.36·x + -0.12.y + -0.05) / (-0.59·xy + -0.36·x + -0.12·y + -0.05)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(-B|SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.67·x + -0.23)/(0.67·x + -0.23),(0.68·xy + 0.17·x + 0.11.y + 0.04) / (0.68·xy + 0.17·x + 0.11·y + 0.04)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5552,P(-CT|SH),(0.7·x + 0.06)/(0.7·x + 0.06),(0.71·x + -0.04)/(0.71·x + -0.04),(0.5·xy + -0.25·x + -0.32.y + -0.3) / (0.5·xy + -0.25·x + -0.32·y + -0.3)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(-MC|-SH),(0.67·x + -0.22)/(0.67·x + -0.22),(0.16·x + 0.69)/(0.16·x + 0.69),(0.03·xy + -0.18·x + -0.68.y + 0.01) / (0.03·xy + -0.18·x + -0.68·y + 0.01)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(-B|-SH),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.65·xy + 0.28·x + 0.06.y + -0.03) / (-0.65·xy + 0.28·x + 0.06·y + -0.03)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.5938,P(-CT|-SH),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.36·xy + -0.58·x + 0.04.y + 0.18) / (0.36·xy + -0.58·x + 0.04·y + 0.18)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(-MC|-CT),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.63·xy + -0.12·x + -0.29.y + 0.01) / (-0.63·xy + -0.12·x + -0.29·y + 0.01)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(-B|-CT),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.38·xy + -0.6·x + -0.02.y + -0.01) / (0.38·xy + -0.6·x + -0.02·y + -0.01)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.6166,P(-SH|-CT),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.08·xy + 0.67·x + -0.12.y + -0.19) / (-0.08·xy + 0.67·x + -0.12·y + -0.19)
