Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(-SH|-MC),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.64·xy + -0.29·x + 0.06.y + 0.0) / (-0.64·xy + -0.29·x + 0.06·y + 0.0)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(-CT|-MC),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.01·xy + 0.71·x + -0.04.y + -0.02) / (0.01·xy + 0.71·x + -0.04·y + -0.02)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(-MC|-B),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.17·xy + -0.06·x + 0.68.y + -0.0) / (-0.17·xy + -0.06·x + 0.68·y + -0.0)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(-SH|-B),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.1)/(0.7·x + -0.1),(0.04·xy + 0.7·x + 0.12.y + -0.02) / (0.04·xy + 0.7·x + 0.12·y + -0.02)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6196,P(-CT|-B),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.13·xy + -0.69·x + -0.02.y + 0.04) / (-0.13·xy + -0.69·x + -0.02·y + 0.04)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(-MC|SH),(0.16·x + 0.69)/(0.16·x + 0.69),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.23·xy + -0.64·x + -0.2.y + 0.02) / (-0.23·xy + -0.64·x + -0.2·y + 0.02)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(-B|SH),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.49·xy + -0.2·x + -0.46.y + -0.09) / (-0.49·xy + -0.2·x + -0.46·y + -0.09)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5552,P(-CT|SH),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.58·xy + -0.4·x + 0.09.y + -0.01) / (0.58·xy + -0.4·x + 0.09·y + -0.01)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-MC|-SH),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.44·xy + -0.36·x + 0.42.y + -0.01) / (0.44·xy + -0.36·x + 0.42·y + -0.01)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-B|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.58·xy + -0.34·x + 0.21.y + -0.03) / (-0.58·xy + -0.34·x + 0.21·y + -0.03)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-CT|-SH),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.67·xy + 0.22·x + -0.07.y + -0.01) / (0.67·xy + 0.22·x + -0.07·y + -0.01)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(-MC|-CT),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.49·xy + 0.45·x + -0.14.y + -0.19) / (-0.49·xy + 0.45·x + -0.14·y + -0.19)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(-B|-CT),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.7·x + -0.09)/(-0.7·x + -0.09),(-0.31·xy + 0.04·x + -0.63.y + 0.03) / (-0.31·xy + 0.04·x + -0.63·y + 0.03)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.6166,P(-SH|-CT),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.67·xy + 0.16·x + 0.09.y + -0.15) / (-0.67·xy + 0.16·x + 0.09·y + -0.15)
