Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(ISC|-MC),P(C|B^ISC),0.7125,P(CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.7125,P(-CT|-MC),(0.68·x + -0.19)/(0.68·x + -0.19),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.35·xy + 0.07·x + 0.61.y + 0.04) / (0.35·xy + 0.07·x + 0.61·y + 0.04)
P(ISC|-MC),P(C|B^ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6196,P(-MC|-B),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.25·xy + -0.61·x + 0.26.y + -0.0) / (-0.25·xy + -0.61·x + 0.26·y + -0.0)
P(ISC|-MC),P(C|B^ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6196,P(-SH|-B),(0.7·x + -0.12)/(0.7·x + -0.12),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.44·xy + -0.27·x + 0.48.y + 0.04) / (-0.44·xy + -0.27·x + 0.48·y + 0.04)
P(ISC|-MC),P(C|B^ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6196,P(-CT|-B),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.4·xy + 0.57·x + -0.11.y + -0.04) / (-0.4·xy + 0.57·x + -0.11·y + -0.04)
P(ISC|-MC),P(C|B^ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5552,P(-MC|SH),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.69·xy + -0.08·x + -0.04.y + -0.12) / (0.69·xy + -0.08·x + -0.04·y + -0.12)
P(ISC|-MC),P(C|B^ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5552,P(-B|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.46·xy + -0.05·x + 0.53.y + -0.01) / (-0.46·xy + -0.05·x + 0.53·y + -0.01)
P(ISC|-MC),P(C|B^ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5552,P(-CT|SH),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.69·x + 0.16)/(-0.69·x + 0.16),(-0.29·xy + 0.18·x + -0.59.y + -0.19) / (-0.29·xy + 0.18·x + -0.59·y + -0.19)
P(ISC|-MC),P(C|B^ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-MC|-SH),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.7·x + 0.12)/(0.7·x + 0.12),(0.47·xy + 0.53·x + 0.03.y + -0.01) / (0.47·xy + 0.53·x + 0.03·y + -0.01)
P(ISC|-MC),P(C|B^ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-B|-SH),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.31·xy + -0.37·x + -0.49.y + -0.18) / (0.31·xy + -0.37·x + -0.49·y + -0.18)
P(ISC|-MC),P(C|B^ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-CT|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.56·xy + 0.01·x + -0.44.y + 0.01) / (-0.56·xy + 0.01·x + -0.44·y + 0.01)
P(ISC|-MC),P(C|B^ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6166,P(-MC|-CT),(0.7·x + -0.12)/(0.7·x + -0.12),(0.16·x + 0.69)/(0.16·x + 0.69),(0.43·xy + -0.54·x + -0.15.y + -0.05) / (0.43·xy + -0.54·x + -0.15·y + -0.05)
P(ISC|-MC),P(C|B^ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6166,P(-B|-CT),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.69·x + 0.16)/(-0.69·x + 0.16),(-0.7·xy + 0.09·x + 0.06.y + 0.02) / (-0.7·xy + 0.09·x + 0.06·y + 0.02)
P(ISC|-MC),P(C|B^ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.6166,P(-SH|-CT),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.37·xy + 0.6·x + -0.05.y + 0.07) / (-0.37·xy + 0.6·x + -0.05·y + 0.07)
