Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(C|-B^ISC),0.7059,P(CT|-ISC),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.28·xy + -0.13·x + -0.64.y + 0.03) / (-0.28·xy + -0.13·x + -0.64·y + 0.03)
P(-B|-MC),P(C|-B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.589,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.589,P(-MC|SH),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.62·xy + -0.28·x + -0.19.y + 0.01) / (0.62·xy + -0.28·x + -0.19·y + 0.01)
P(-B|-MC),P(C|-B^ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.589,P(-ISC|SH),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.3·xy + -0.63·x + -0.08.y + -0.08) / (0.3·xy + -0.63·x + -0.08·y + -0.08)
P(-B|-MC),P(C|-B^ISC),0.589,P(CT|SH),(0.71·x + 0.02)/(0.71·x + 0.02),(0.68·x + -0.19)/(0.68·x + -0.19),(0.14·xy + -0.67·x + -0.16.y + -0.05) / (0.14·xy + -0.67·x + -0.16·y + -0.05)
P(-B|-MC),P(C|-B^ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),1.4422,P(-MC|CT),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.66·xy + 0.23·x + 0.02.y + -0.09) / (0.66·xy + 0.23·x + 0.02·y + -0.09)
P(-B|-MC),P(C|-B^ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),1.4422,P(-ISC|CT),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.69·x + -0.14)/(0.69·x + -0.14),(0.45·xy + -0.44·x + -0.32.y + 0.06) / (0.45·xy + -0.44·x + -0.32·y + 0.06)
P(-B|-MC),P(C|-B^ISC),1.4422,P(SH|CT),(0.7·x + 0.06)/(0.7·x + 0.06),(0.68·x + -0.19)/(0.68·x + -0.19),(-0.03·xy + -0.11·x + -0.7.y + 0.02) / (-0.03·xy + -0.11·x + -0.7·y + 0.02)
P(-B|-MC),P(C|-B^ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
