Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(MC),P(ISC|MC),0.5388,P(C|-B),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.41·xy + 0.15·x + 0.56.y + -0.01) / (0.41·xy + 0.15·x + 0.56·y + -0.01)
P(MC),P(ISC|MC),0.5388,P(-C|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5388,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5388,P(-SH|-B),(0.69·x + 0.16)/(0.69·x + 0.16),(0.16·x + 0.69)/(0.16·x + 0.69),(0.09·xy + 0.62·x + 0.32.y + -0.07) / (0.09·xy + 0.62·x + 0.32·y + -0.07)
P(MC),P(ISC|MC),0.5388,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5388,P(-CT|-B),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.59·xy + 0.11·x + 0.38.y + 0.06) / (-0.59·xy + 0.11·x + 0.38·y + 0.06)
P(MC),P(ISC|MC),0.6173,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.6173,P(-B|SH),(0.52·x + -0.48)/(0.52·x + -0.48),(0.68·x + 0.19)/(0.68·x + 0.19),(0.02·xy + 0.49·x + -0.43.y + -0.26) / (0.02·xy + 0.49·x + -0.43·y + -0.26)
P(MC),P(ISC|MC),0.6173,P(C|SH),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.71·x + -0.04)/(0.71·x + -0.04),(0.22·xy + 0.67·x + 0.0.y + -0.04) / (0.22·xy + 0.67·x + 0.0·y + -0.04)
P(MC),P(ISC|MC),0.6173,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.66·xy + -0.48·x + -0.46.y + 0.34) / (0.0·xy + 0.0·x + 0.0·y + 0.0)
P(MC),P(ISC|MC),0.6173,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.6173,P(-CT|SH),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.28·xy + -0.65·x + 0.04.y + 0.04) / (0.28·xy + -0.65·x + 0.04·y + 0.04)
P(MC),P(ISC|MC),0.5713,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5713,P(-B|-SH),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.34·xy + 0.09·x + -0.61.y + -0.05) / (0.34·xy + 0.09·x + -0.61·y + -0.05)
P(MC),P(ISC|MC),0.5713,P(C|-SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.71·x + -0.04)/(0.71·x + -0.04),(0.45·xy + 0.52·x + 0.14.y + 0.09) / (0.45·xy + 0.52·x + 0.14·y + 0.09)
P(MC),P(ISC|MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5713,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5713,P(-CT|-SH),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.69·xy + -0.14·x + 0.09.y + 0.06) / (-0.69·xy + -0.14·x + 0.09·y + 0.06)
P(MC),P(ISC|MC),0.8179,P(B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.8179,P(-B|CT),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.45·xy + 0.54·x + -0.05.y + -0.03) / (-0.45·xy + 0.54·x + -0.05·y + -0.03)
P(MC),P(ISC|MC),0.8179,P(C|CT),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.61·xy + 0.28·x + 0.2.y + 0.13) / (0.61·xy + 0.28·x + 0.2·y + 0.13)
P(MC),P(ISC|MC),0.8179,P(-C|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.8179,P(SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.8179,P(-SH|CT),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.7·x + 0.12)/(0.7·x + 0.12),(0.71·xy + 0.03·x + 0.01.y + 0.02) / (0.71·xy + 0.03·x + 0.01·y + 0.02)
P(MC),P(ISC|MC),0.5426,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5426,P(-B|-CT),(0.69·x + -0.14)/(0.69·x + -0.14),(0.71·x + -0.04)/(0.71·x + -0.04),(0.68·xy + 0.15·x + -0.12.y + -0.04) / (0.68·xy + 0.15·x + -0.12·y + -0.04)
P(MC),P(ISC|MC),0.5426,P(C|-CT),(0.7·x + -0.12)/(0.7·x + -0.12),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.23·xy + 0.61·x + -0.18.y + -0.2) / (-0.23·xy + 0.61·x + -0.18·y + -0.2)
P(MC),P(ISC|MC),0.5426,P(-C|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5426,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.5426,P(-SH|-CT),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.26·xy + -0.62·x + 0.14.y + -0.16) / (-0.26·xy + -0.62·x + 0.14·y + -0.16)
