Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(CT|B),0.85,P(-SH|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8,P(MC|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8,P(-MC|-ISC),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.68·xy + -0.01·x + 0.19.y + -0.01) / (-0.68·xy + -0.01·x + 0.19·y + -0.01)
P(-B|-MC),P(CT|B),0.8,P(C|-ISC),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.44·xy + 0.01·x + -0.56.y + -0.02) / (0.44·xy + 0.01·x + -0.56·y + -0.02)
P(-B|-MC),P(CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8,P(SH|-ISC),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.56·xy + -0.38·x + 0.2.y + -0.0) / (-0.56·xy + -0.38·x + 0.2·y + -0.0)
P(-B|-MC),P(CT|B),0.8,P(-SH|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),1.445,P(MC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),1.445,P(-MC|C),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.31·xy + -0.52·x + -0.35.y + 0.08) / (-0.31·xy + -0.52·x + -0.35·y + 0.08)
P(-B|-MC),P(CT|B),1.445,P(ISC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),1.445,P(-ISC|C),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.15·xy + -0.68·x + 0.1.y + -0.01) / (-0.15·xy + -0.68·x + 0.1·y + -0.01)
P(-B|-MC),P(CT|B),1.445,P(SH|C),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.67·xy + -0.07·x + 0.21.y + -0.01) / (0.67·xy + -0.07·x + 0.21·y + -0.01)
P(-B|-MC),P(CT|B),1.445,P(-SH|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8602,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8602,P(-MC|SH),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.68·x + -0.19)/(0.68·x + -0.19),(0.31·xy + -0.62·x + 0.11.y + -0.06) / (0.31·xy + -0.62·x + 0.11·y + -0.06)
P(-B|-MC),P(CT|B),0.8602,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8602,P(-ISC|SH),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.7·x + -0.1)/(0.7·x + -0.1),(0.33·xy + -0.07·x + 0.62.y + -0.08) / (0.33·xy + -0.07·x + 0.62·y + -0.08)
P(-B|-MC),P(CT|B),0.8602,P(C|SH),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.56·xy + 0.01·x + -0.42.y + -0.02) / (0.56·xy + 0.01·x + -0.42·y + -0.02)
P(-B|-MC),P(CT|B),0.8602,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
