Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-C|-B^ISC),0.589,P(-MC|SH),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.68·xy + 0.16·x + 0.07.y + 0.04) / (0.68·xy + 0.16·x + 0.07·y + 0.04)
P(B|-MC),P(-C|-B^ISC),0.589,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^ISC),0.589,P(-ISC|SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.69·xy + -0.14·x + -0.0.y + 0.01) / (-0.69·xy + -0.14·x + -0.0·y + 0.01)
P(B|-MC),P(-C|-B^ISC),0.589,P(CT|SH),(-0.69·x + 0.16)/(-0.69·x + 0.16),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.44·xy + -0.37·x + 0.32.y + -0.26) / (0.44·xy + -0.37·x + 0.32·y + -0.26)
P(B|-MC),P(-C|-B^ISC),0.589,P(-CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^ISC),1.4422,P(MC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^ISC),1.4422,P(-MC|CT),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.71·xy + -0.01·x + -0.02.y + -0.04) / (-0.71·xy + -0.01·x + -0.02·y + -0.04)
P(B|-MC),P(-C|-B^ISC),1.4422,P(ISC|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^ISC),1.4422,P(-ISC|CT),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.71·x + 0.01)/(0.71·x + 0.01),(0.57·xy + 0.14·x + 0.38.y + 0.08) / (0.57·xy + 0.14·x + 0.38·y + 0.08)
P(B|-MC),P(-C|-B^ISC),1.4422,P(SH|CT),(0.16·x + 0.69)/(0.16·x + 0.69),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.28·xy + -0.63·x + -0.15.y + -0.04) / (-0.28·xy + -0.63·x + -0.15·y + -0.04)
P(B|-MC),P(-C|-B^ISC),1.4422,P(-SH|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
