Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(CT|B),0.85,P(-SH|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8,P(MC|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8,P(-MC|-ISC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.68·x + -0.19)/(0.68·x + -0.19),(0.08·xy + -0.69·x + -0.11.y + 0.03) / (0.08·xy + -0.69·x + -0.11·y + 0.03)
P(B|-MC),P(CT|B),0.8,P(C|-ISC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.63·xy + -0.12·x + -0.31.y + 0.01) / (-0.63·xy + -0.12·x + -0.31·y + 0.01)
P(B|-MC),P(CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8,P(SH|-ISC),(0.68·x + 0.19)/(0.68·x + 0.19),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.55·xy + 0.37·x + -0.23.y + 0.07) / (-0.55·xy + 0.37·x + -0.23·y + 0.07)
P(B|-MC),P(CT|B),0.8,P(-SH|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),1.445,P(MC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),1.445,P(-MC|C),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.47·xy + 0.51·x + -0.13.y + 0.04) / (-0.47·xy + 0.51·x + -0.13·y + 0.04)
P(B|-MC),P(CT|B),1.445,P(ISC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),1.445,P(-ISC|C),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.08·xy + 0.59·x + -0.36.y + -0.1) / (-0.08·xy + 0.59·x + -0.36·y + -0.1)
P(B|-MC),P(CT|B),1.445,P(SH|C),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.19·xy + -0.06·x + -0.68.y + 0.03) / (0.19·xy + -0.06·x + -0.68·y + 0.03)
P(B|-MC),P(CT|B),1.445,P(-SH|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8602,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8602,P(-MC|SH),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.17·xy + -0.62·x + 0.29.y + 0.0) / (-0.17·xy + -0.62·x + 0.29·y + 0.0)
P(B|-MC),P(CT|B),0.8602,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8602,P(-ISC|SH),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.48·xy + -0.52·x + 0.02.y + 0.0) / (0.48·xy + -0.52·x + 0.02·y + 0.0)
P(B|-MC),P(CT|B),0.8602,P(C|SH),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.46·xy + -0.38·x + 0.38.y + 0.07) / (0.46·xy + -0.38·x + 0.38·y + 0.07)
P(B|-MC),P(CT|B),0.8602,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
