Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-CT|-B),0.8,P(C|-ISC),(-0.7·x + -0.09)/(-0.7·x + -0.09),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.7·xy + -0.03·x + -0.01.y + -0.11) / (0.7·xy + -0.03·x + -0.01·y + -0.11)
P(B|-MC),P(-CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.8,P(SH|-ISC),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.68·xy + 0.13·x + -0.12.y + -0.03) / (0.68·xy + 0.13·x + -0.12·y + -0.03)
P(B|-MC),P(-CT|-B),0.8,P(-SH|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),1.445,P(MC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),1.445,P(-MC|C),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.09·xy + -0.33·x + 0.62.y + 0.04) / (-0.09·xy + -0.33·x + 0.62·y + 0.04)
P(B|-MC),P(-CT|-B),1.445,P(ISC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),1.445,P(-ISC|C),(0.67·x + -0.23)/(0.67·x + -0.23),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.21·xy + -0.61·x + -0.29.y + 0.02) / (-0.21·xy + -0.61·x + -0.29·y + 0.02)
P(B|-MC),P(-CT|-B),1.445,P(SH|C),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + 0.09)/(0.7·x + 0.09),(0.65·xy + -0.13·x + -0.25.y + -0.01) / (0.65·xy + -0.13·x + -0.25·y + -0.01)
P(B|-MC),P(-CT|-B),1.445,P(-SH|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.8602,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.8602,P(-MC|SH),(0.16·x + 0.69)/(0.16·x + 0.69),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.04·xy + 0.7·x + 0.05.y + -0.08) / (-0.04·xy + 0.7·x + 0.05·y + -0.08)
P(B|-MC),P(-CT|-B),0.8602,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.8602,P(-ISC|SH),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.64·xy + 0.22·x + 0.07.y + 0.2) / (0.64·xy + 0.22·x + 0.07·y + 0.2)
P(B|-MC),P(-CT|-B),0.8602,P(C|SH),(0.7·x + -0.12)/(0.7·x + -0.12),(0.67·x + -0.24)/(0.67·x + -0.24),(0.57·xy + 0.33·x + -0.25.y + 0.1) / (0.57·xy + 0.33·x + -0.25·y + 0.1)
P(B|-MC),P(-CT|-B),0.8602,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
