Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-B|-MC),P(CT|-B),0.8,P(MC|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8,P(-MC|-ISC),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.19·xy + -0.18·x + 0.66.y + -0.02) / (-0.19·xy + -0.18·x + 0.66·y + -0.02)
P(-B|-MC),P(CT|-B),0.8,P(C|-ISC),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.18·xy + 0.63·x + -0.09.y + -0.24) / (-0.18·xy + 0.63·x + -0.09·y + -0.24)
P(-B|-MC),P(CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8,P(SH|-ISC),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.7·x + -0.1)/(0.7·x + -0.1),(0.22·xy + 0.64·x + 0.19.y + -0.09) / (0.22·xy + 0.64·x + 0.19·y + -0.09)
P(-B|-MC),P(CT|-B),0.8,P(-SH|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),1.445,P(MC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),1.445,P(-MC|C),(0.71·x + 0.02)/(0.71·x + 0.02),(0.69·x + 0.16)/(0.69·x + 0.16),(0.69·xy + 0.12·x + -0.03.y + -0.03) / (0.69·xy + 0.12·x + -0.03·y + -0.03)
P(-B|-MC),P(CT|-B),1.445,P(ISC|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),1.445,P(-ISC|C),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.5·xy + -0.19·x + 0.43.y + -0.16) / (0.5·xy + -0.19·x + 0.43·y + -0.16)
P(-B|-MC),P(CT|-B),1.445,P(SH|C),(0.71·x + -0.02)/(0.71·x + -0.02),(0.52·x + -0.48)/(0.52·x + -0.48),(0.61·xy + 0.2·x + -0.3.y + 0.0) / (0.61·xy + 0.2·x + -0.3·y + 0.0)
P(-B|-MC),P(CT|-B),1.445,P(-SH|C),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8602,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8602,P(-MC|SH),(0.7·x + -0.1)/(0.7·x + -0.1),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.52·xy + 0.45·x + 0.1.y + 0.09) / (-0.52·xy + 0.45·x + 0.1·y + 0.09)
P(-B|-MC),P(CT|-B),0.8602,P(ISC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8602,P(-ISC|SH),(0.7·x + 0.06)/(0.7·x + 0.06),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.7·xy + 0.06·x + -0.02.y + -0.07) / (-0.7·xy + 0.06·x + -0.02·y + -0.07)
P(-B|-MC),P(CT|-B),0.8602,P(C|SH),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.55·xy + 0.07·x + 0.43.y + 0.01) / (0.55·xy + 0.07·x + 0.43·y + 0.01)
P(-B|-MC),P(CT|-B),0.8602,P(-C|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
