Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(-CT|-MC),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.25·xy + 0.62·x + -0.21.y + 0.07) / (-0.25·xy + 0.62·x + -0.21·y + 0.07)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(-MC|-B),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.7·x + -0.09)/(-0.7·x + -0.09),(-0.54·xy + -0.37·x + 0.25.y + 0.06) / (-0.54·xy + -0.37·x + 0.25·y + 0.06)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(-SH|-B),(0.7·x + 0.07)/(0.7·x + 0.07),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.38·xy + -0.22·x + -0.55.y + 0.03) / (-0.38·xy + -0.22·x + -0.55·y + 0.03)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6196,P(-CT|-B),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.69·x + 0.16)/(-0.69·x + 0.16),(-0.49·xy + 0.32·x + -0.33.y + -0.22) / (-0.49·xy + 0.32·x + -0.33·y + -0.22)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(-MC|SH),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.69·xy + 0.14·x + 0.0.y + -0.01) / (-0.69·xy + 0.14·x + 0.0·y + -0.01)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(-B|SH),(0.7·x + -0.09)/(0.7·x + -0.09),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.43·xy + -0.25·x + -0.5.y + -0.09) / (-0.43·xy + -0.25·x + -0.5·y + -0.09)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5552,P(-CT|SH),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.57·xy + -0.2·x + -0.34.y + 0.14) / (-0.57·xy + -0.2·x + -0.34·y + 0.14)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(-MC|-SH),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.71·x + 0.04)/(-0.71·x + 0.04),(0.67·xy + -0.2·x + 0.01.y + -0.08) / (0.67·xy + -0.2·x + 0.01·y + -0.08)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(-B|-SH),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.32·xy + 0.49·x + 0.11.y + -0.38) / (0.32·xy + 0.49·x + 0.11·y + -0.38)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.5938,P(-CT|-SH),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.24·xy + 0.6·x + 0.29.y + 0.06) / (0.24·xy + 0.6·x + 0.29·y + 0.06)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(-MC|-CT),(0.67·x + -0.24)/(0.67·x + -0.24),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.22·xy + -0.64·x + -0.0.y + 0.21) / (-0.22·xy + -0.64·x + -0.0·y + 0.21)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(-B|-CT),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.28·xy + 0.65·x + -0.01.y + -0.02) / (-0.28·xy + 0.65·x + -0.01·y + -0.02)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.6166,P(-SH|-CT),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.27·xy + -0.64·x + -0.05.y + 0.08) / (0.27·xy + -0.64·x + -0.05·y + 0.08)
