Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(-CT|-MC),(0.67·x + -0.24)/(0.67·x + -0.24),(0.7·x + 0.06)/(0.7·x + 0.06),(0.65·xy + 0.2·x + 0.16.y + -0.07) / (0.65·xy + 0.2·x + 0.16·y + -0.07)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(MC|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(-MC|-B),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.48·xy + -0.51·x + -0.09.y + -0.05) / (-0.48·xy + -0.51·x + -0.09·y + -0.05)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(SH|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(-SH|-B),(0.71·x + -0.02)/(0.71·x + -0.02),(0.7·x + 0.09)/(0.7·x + 0.09),(0.69·xy + -0.0·x + 0.16.y + -0.06) / (0.69·xy + -0.0·x + 0.16·y + -0.06)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(CT|-B),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6196,P(-CT|-B),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.4·xy + 0.1·x + 0.57.y + -0.06) / (-0.4·xy + 0.1·x + 0.57·y + -0.06)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(MC|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(-MC|SH),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.35·xy + -0.32·x + 0.52.y + 0.03) / (-0.35·xy + -0.32·x + 0.52·y + 0.03)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(B|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(-B|SH),(0.7·x + -0.09)/(0.7·x + -0.09),(0.7·x + 0.09)/(0.7·x + 0.09),(0.53·xy + -0.37·x + 0.18.y + 0.22) / (0.53·xy + -0.37·x + 0.18·y + 0.22)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(CT|SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5552,P(-CT|SH),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.7·x + 0.06)/(0.7·x + 0.06),(0.39·xy + -0.1·x + -0.52.y + 0.26) / (0.39·xy + -0.1·x + -0.52·y + 0.26)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(-MC|-SH),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.58·xy + -0.13·x + 0.36.y + 0.08) / (0.58·xy + -0.13·x + 0.36·y + 0.08)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(-B|-SH),(0.7·x + -0.09)/(0.7·x + -0.09),(0.67·x + -0.24)/(0.67·x + -0.24),(0.03·xy + -0.45·x + 0.26.y + 0.48) / (0.03·xy + -0.45·x + 0.26·y + 0.48)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.5938,P(-CT|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.7·xy + -0.11·x + 0.01.y + -0.0) / (0.7·xy + -0.11·x + 0.01·y + -0.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(MC|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(-MC|-CT),(0.7·x + 0.06)/(0.7·x + 0.06),(0.7·x + 0.09)/(0.7·x + 0.09),(0.1·xy + -0.7·x + -0.0.y + 0.06) / (0.1·xy + -0.7·x + -0.0·y + 0.06)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(B|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(-B|-CT),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.41·xy + -0.13·x + -0.55.y + 0.12) / (-0.41·xy + -0.13·x + -0.55·y + 0.12)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(SH|-CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.6166,P(-SH|-CT),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.44·xy + 0.53·x + 0.12.y + -0.12) / (0.44·xy + 0.53·x + 0.12·y + -0.12)
