Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(C|B^-ISC),0.7059,P(SH|-ISC),(-0.09·x + -0.05)/(-0.88·x + -0.46),(0.09·x + 0.05)/(0.88·x + 0.46),(-0.05·xy + 0.02·x + 0.08.y + 0.03) / (-0.55·xy + 0.19·x + 0.76·y + 0.29)
P(B|-MC),P(C|B^-ISC),0.7059,P(-SH|-ISC),(0.65·x + 0.16)/(0.72·x + 0.17),(-0.65·x + 0.15)/(-0.72·x + 0.17),(0.16·xy + -0.37·x + -0.49.y + -0.2) / (0.18·xy + -0.41·x + -0.55·y + -0.22)
P(B|-MC),P(C|B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.64·xy + 0.24·x + 0.16.y + -0.05) / (-0.64·xy + 0.24·x + 0.16·y + -0.05)
P(B|-MC),P(C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|B^-ISC),0.7059,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(-0.02·x + 0.0)/(-1.0·x + 0.04),(0.02·xy + -0.09·x + -0.01.y + 0.08) / (-0.0·xy + -0.01·x + 0.46·y + 0.88)
P(B|-MC),P(-C|B^-ISC),0.7059,P(-MC|-ISC),(0.02·x + 0.68)/(-0.03·x + 0.73),(0.36·x + -0.61)/(0.36·x + -0.61),(-0.02·xy + 0.04·x + 0.05.y + 0.67) / (0.02·xy + -0.05·x + 0.06·y + 0.73)
P(B|-MC),P(-C|B^-ISC),0.7059,P(SH|-ISC),(-0.09·x + -0.04)/(-0.92·x + -0.38),(0.08·x + -0.06)/(0.8·x + -0.6),(0.02·xy + 0.1·x + -0.0.y + -0.02) / (0.2·xy + 0.95·x + -0.01·y + -0.21)
P(B|-MC),P(-C|B^-ISC),0.7059,P(-SH|-ISC),(-0.65·x + 0.15)/(-0.72·x + 0.17),(-0.35·x + 0.57)/(-0.39·x + 0.63),(-0.35·xy + -0.09·x + 0.28.y + -0.49) / (-0.39·xy + -0.1·x + 0.31·y + -0.54)
P(B|-MC),P(-C|B^-ISC),0.7059,P(CT|-ISC),(0.69·x + 0.16)/(0.69·x + 0.16),(0.7·x + 0.06)/(0.7·x + 0.06),(0.37·xy + -0.3·x + -0.52.y + 0.02) / (0.37·xy + -0.3·x + -0.52·y + 0.02)
P(B|-MC),P(-C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(C|-B^ISC),0.7059,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(0.07·x + 0.02)/(0.97·x + 0.23),(-0.23·xy + 0.22·x + 0.1.y + -0.11) / (0.0·xy + 0.01·x + -0.37·y + -0.86)
P(B|-MC),P(C|-B^ISC),0.7059,P(-MC|-ISC),(0.02·x + 0.68)/(-0.03·x + 0.73),(0.3·x + 0.64)/(0.3·x + 0.64),(-0.02·xy + -0.02·x + -0.42.y + -0.53) / (0.02·xy + 0.03·x + -0.44·y + -0.58)
P(B|-MC),P(C|-B^ISC),0.7059,P(SH|-ISC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.05·x + -0.09)/(-0.51·x + -0.85),(0.01·xy + -0.06·x + -0.01.y + 0.08) / (0.08·xy + -0.58·x + -0.13·y + 0.79)
P(B|-MC),P(C|-B^ISC),0.7059,P(-SH|-ISC),(-0.65·x + -0.16)/(-0.72·x + -0.17),(0.56·x + -0.37)/(0.62·x + -0.41),(0.57·xy + 0.16·x + -0.18.y + -0.26) / (0.63·xy + 0.17·x + -0.2·y + -0.29)
P(B|-MC),P(C|-B^ISC),0.7059,P(CT|-ISC),(0.68·x + -0.19)/(0.68·x + -0.19),(0.67·x + -0.23)/(0.67·x + -0.23),(0.67·xy + -0.21·x + 0.08.y + -0.04) / (0.67·xy + -0.21·x + 0.08·y + -0.04)
P(B|-MC),P(C|-B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^ISC),0.7059,P(MC|-ISC),(0.07·x + -0.06)/(0.01·x + -1.0),(0.01·x + -0.0)/(1.0·x + -0.04),(0.01·xy + 0.02·x + -0.01.y + -0.02) / (0.0·xy + 0.01·x + -0.39·y + -0.92)
P(B|-MC),P(-C|-B^ISC),0.7059,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(-0.53·x + 0.46)/(-0.54·x + 0.47),(-0.06·xy + 0.01·x + -0.32.y + -0.6) / (0.06·xy + -0.0·x + -0.4·y + -0.6)
P(B|-MC),P(-C|-B^ISC),0.7059,P(SH|-ISC),(0.09·x + -0.03)/(0.94·x + -0.32),(0.08·x + -0.05)/(0.85·x + -0.52),(-0.04·xy + 0.03·x + -0.02.y + -0.08) / (-0.41·xy + 0.25·x + -0.21·y + -0.84)
P(B|-MC),P(-C|-B^ISC),0.7059,P(-SH|-ISC),(0.25·x + -0.62)/(0.28·x + -0.69),(0.08·x + 0.66)/(0.08·x + 0.74),(0.04·xy + -0.33·x + -0.25.y + 0.52) / (0.04·xy + -0.37·x + -0.27·y + 0.58)
P(B|-MC),P(-C|-B^ISC),0.7059,P(CT|-ISC),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.63·xy + -0.32·x + -0.07.y + 0.02) / (-0.63·xy + -0.32·x + -0.07·y + 0.02)
P(B|-MC),P(-C|-B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(C|-B^-ISC),0.7059,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(0.01·x + -0.01)/(0.6·x + -0.8),(-0.03·xy + -0.08·x + 0.03.y + 0.06) / (-0.0·xy + -0.01·x + 0.67·y + 0.74)
P(B|-MC),P(C|-B^-ISC),0.7059,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(-0.65·x + -0.21)/(-0.7·x + -0.22),(-0.02·xy + -0.02·x + -0.4.y + -0.55) / (0.02·xy + 0.02·x + -0.42·y + -0.6)
P(B|-MC),P(C|-B^-ISC),0.7059,P(SH|-ISC),(0.07·x + 0.08)/(0.65·x + 0.75),(0.01·x + 0.1)/(0.07·x + 0.99),(-0.01·xy + 0.04·x + -0.05.y + 0.07) / (-0.11·xy + 0.42·x + -0.55·y + 0.71)
P(B|-MC),P(C|-B^-ISC),0.7059,P(-SH|-ISC),(-0.65·x + -0.16)/(-0.72·x + -0.17),(0.64·x + 0.2)/(0.71·x + 0.23),(-0.12·xy + 0.14·x + -0.18.y + -0.62) / (-0.13·xy + 0.16·x + -0.2·y + -0.69)
P(B|-MC),P(C|-B^-ISC),0.7059,P(CT|-ISC),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.7·x + -0.12)/(0.7·x + -0.12),(0.57·xy + 0.03·x + -0.38.y + -0.18) / (0.57·xy + 0.03·x + -0.38·y + -0.18)
P(B|-MC),P(C|-B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(-0.02·x + 0.0)/(-0.99·x + 0.11),(0.06·xy + 0.04·x + -0.06.y + -0.04) / (0.0·xy + 0.01·x + -0.38·y + -0.92)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(-0.56·x + 0.39)/(-0.6·x + 0.42),(-0.04·xy + -0.0·x + -0.36.y + -0.58) / (0.05·xy + 0.01·x + -0.43·y + -0.59)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(SH|-ISC),(-0.09·x + -0.05)/(-0.88·x + -0.46),(0.08·x + 0.06)/(0.77·x + 0.62),(-0.06·xy + -0.04·x + 0.05.y + -0.05) / (-0.59·xy + -0.39·x + 0.51·y + -0.47)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(-SH|-ISC),(-0.36·x + -0.56)/(-0.4·x + -0.62),(0.67·x + 0.02)/(0.74·x + 0.03),(0.12·xy + 0.01·x + -0.1.y + -0.65) / (0.13·xy + 0.01·x + -0.11·y + -0.72)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.24·xy + 0.65·x + -0.14.y + -0.02) / (-0.24·xy + 0.65·x + -0.14·y + -0.02)
P(B|-MC),P(-C|-B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^ISC),0.7059,P(MC|-ISC),(-0.1·x + 0.02)/(-0.71·x + -0.7),(0.01·x + 0.07)/(0.15·x + 0.99),(-0.07·xy + 0.18·x + 0.09.y + -0.08) / (0.17·xy + 0.67·x + 0.17·y + 0.67)
P(-B|-MC),P(C|B^ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(0.62·x + -0.27)/(0.67·x + -0.29),(-0.28·xy + -0.37·x + -0.3.y + -0.4) / (-0.32·xy + -0.43·x + -0.29·y + -0.4)
P(-B|-MC),P(C|B^ISC),0.7059,P(SH|-ISC),(0.09·x + 0.04)/(0.92·x + 0.38),(0.07·x + 0.08)/(0.65·x + 0.75),(-0.03·xy + -0.07·x + -0.0.y + 0.07) / (-0.29·xy + -0.69·x + -0.01·y + 0.66)
P(-B|-MC),P(C|B^ISC),0.7059,P(-SH|-ISC),(0.49·x + 0.45)/(0.55·x + 0.5),(-0.65·x + 0.15)/(-0.72·x + 0.17),(0.51·xy + -0.16·x + -0.21.y + 0.35) / (0.56·xy + -0.18·x + -0.23·y + 0.39)
P(-B|-MC),P(C|B^ISC),0.7059,P(CT|-ISC),(0.7·x + 0.09)/(0.7·x + 0.09),(0.69·x + -0.14)/(0.69·x + -0.14),(0.67·xy + 0.01·x + -0.21.y + 0.03) / (0.67·xy + 0.01·x + -0.21·y + 0.03)
P(-B|-MC),P(C|B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^ISC),0.7059,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.01·x + 0.0)/(0.91·x + 0.42),(-0.2·xy + 0.05·x + 0.04.y + -0.02) / (-0.46·xy + -0.52·x + -0.46·y + -0.51)
P(-B|-MC),P(-C|B^ISC),0.7059,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(0.15·x + -0.69)/(0.15·x + -0.69),(-0.2·xy + -0.42·x + -0.22.y + -0.45) / (-0.24·xy + -0.48·x + -0.22·y + -0.44)
P(-B|-MC),P(-C|B^ISC),0.7059,P(SH|-ISC),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.07·x + 0.07)/(-0.67·x + 0.74),(-0.02·xy + -0.08·x + 0.06.y + 0.02) / (-0.18·xy + -0.78·x + 0.57·y + 0.19)
P(-B|-MC),P(-C|B^ISC),0.7059,P(-SH|-ISC),(0.14·x + -0.65)/(0.15·x + -0.73),(-0.67·x + 0.02)/(-0.74·x + 0.02),(-0.49·xy + 0.35·x + -0.22.y + -0.19) / (-0.54·xy + 0.39·x + -0.25·y + -0.22)
P(-B|-MC),P(-C|B^ISC),0.7059,P(CT|-ISC),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.16·xy + 0.68·x + 0.08.y + -0.03) / (0.16·xy + 0.68·x + 0.08·y + -0.03)
P(-B|-MC),P(-C|B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.7059,P(MC|-ISC),(-0.1·x + 0.02)/(-0.71·x + -0.7),(-0.04·x + -0.06)/(-0.57·x + -0.82),(-0.25·xy + -0.06·x + 0.19.y + -0.02) / (-0.27·xy + -0.62·x + -0.27·y + -0.61)
P(-B|-MC),P(C|B^-ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(0.43·x + 0.53)/(0.46·x + 0.57),(-0.14·xy + -0.44·x + -0.2.y + -0.47) / (-0.22·xy + -0.5·x + -0.16·y + -0.46)
P(-B|-MC),P(C|B^-ISC),0.7059,P(SH|-ISC),(0.01·x + -0.1)/(0.1·x + -0.99),(-0.09·x + -0.04)/(-0.92·x + -0.38),(-0.04·xy + 0.06·x + -0.07.y + -0.02) / (-0.38·xy + 0.58·x + -0.68·y + -0.21)
P(-B|-MC),P(C|B^-ISC),0.7059,P(-SH|-ISC),(0.67·x + 0.02)/(0.74·x + 0.03),(-0.66·x + 0.12)/(-0.73·x + 0.13),(0.02·xy + 0.11·x + -0.5.y + 0.43) / (0.02·xy + 0.12·x + -0.56·y + 0.47)
P(-B|-MC),P(C|B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.07)/(0.7·x + 0.07),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.68·xy + 0.09·x + 0.18.y + 0.04) / (-0.68·xy + 0.09·x + 0.18·y + 0.04)
P(-B|-MC),P(C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(-0.07·x + -0.01)/(-0.98·x + -0.17),(0.04·xy + 0.1·x + -0.01.y + -0.01) / (0.44·xy + 0.55·x + 0.44·y + 0.55)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(0.08·x + -0.7)/(0.08·x + -0.71),(-0.1·xy + -0.45·x + -0.03.y + -0.5) / (0.0·xy + -0.54·x + -0.07·y + -0.48)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(SH|-ISC),(-0.05·x + -0.09)/(-0.48·x + -0.87),(0.09·x + -0.04)/(0.91·x + -0.4),(0.07·xy + 0.07·x + 0.0.y + 0.01) / (0.67·xy + 0.73·x + 0.04·y + 0.08)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(-SH|-ISC),(0.67·x + 0.04)/(0.74·x + 0.04),(0.03·x + -0.67)/(0.04·x + -0.74),(-0.13·xy + -0.5·x + -0.05.y + 0.42) / (-0.14·xy + -0.56·x + -0.05·y + 0.47)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(CT|-ISC),(0.71·x + 0.05)/(0.71·x + 0.05),(0.7·x + 0.07)/(0.7·x + 0.07),(0.03·xy + 0.65·x + -0.22.y + -0.18) / (0.03·xy + 0.65·x + -0.22·y + -0.18)
P(-B|-MC),P(-C|B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.7059,P(MC|-ISC),(-0.1·x + 0.02)/(-0.71·x + -0.7),(-0.01·x + -0.07)/(-0.12·x + -0.99),(0.24·xy + -0.08·x + -0.04.y + 0.02) / (0.46·xy + 0.51·x + 0.46·y + 0.5)
P(-B|-MC),P(C|-B^ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(0.7·x + 0.07)/(0.71·x + 0.07),(0.24·xy + 0.4·x + 0.35.y + 0.36) / (0.43·xy + 0.33·x + 0.31·y + 0.38)
P(-B|-MC),P(C|-B^ISC),0.7059,P(SH|-ISC),(0.01·x + -0.1)/(0.1·x + -0.99),(0.09·x + -0.03)/(0.94·x + -0.32),(-0.1·xy + -0.0·x + -0.01.y + 0.01) / (-0.99·xy + -0.04·x + -0.12·y + 0.05)
P(-B|-MC),P(C|-B^ISC),0.7059,P(-SH|-ISC),(-0.15·x + 0.65)/(-0.16·x + 0.73),(-0.65·x + 0.14)/(-0.73·x + 0.16),(0.48·xy + -0.15·x + 0.3.y + 0.33) / (0.53·xy + -0.17·x + 0.33·y + 0.37)
P(-B|-MC),P(C|-B^ISC),0.7059,P(CT|-ISC),(0.71·x + 0.05)/(0.71·x + 0.05),(0.7·x + -0.1)/(0.7·x + -0.1),(0.52·xy + -0.46·x + 0.11.y + -0.04) / (0.52·xy + -0.46·x + 0.11·y + -0.04)
P(-B|-MC),P(C|-B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.01·x + -0.01)/(0.74·x + -0.67),(-0.08·xy + -0.07·x + 0.03.y + 0.0) / (-0.26·xy + -0.66·x + -0.25·y + -0.65)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(-0.7·x + 0.06)/(-0.71·x + 0.06),(-0.12·xy + -0.45·x + -0.19.y + -0.47) / (-0.22·xy + -0.49·x + -0.15·y + -0.47)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(SH|-ISC),(0.07·x + 0.07)/(0.72·x + 0.69),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.08·xy + 0.04·x + -0.03.y + 0.03) / (-0.83·xy + 0.37·x + -0.3·y + 0.26)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(-SH|-ISC),(-0.43·x + -0.51)/(-0.48·x + -0.57),(0.4·x + -0.53)/(0.45·x + -0.59),(0.4·xy + -0.22·x + 0.05.y + 0.49) / (0.44·xy + -0.24·x + 0.06·y + 0.54)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(CT|-ISC),(0.7·x + 0.07)/(0.7·x + 0.07),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.62·xy + -0.32·x + -0.06.y + 0.07) / (-0.62·xy + -0.32·x + -0.06·y + 0.07)
P(-B|-MC),P(-C|-B^ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.01·x + 0.0)/(1.0·x + 0.02),(0.01·xy + 0.11·x + 0.04.y + -0.04) / (0.32·xy + 0.63·x + 0.32·y + 0.62)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(-0.63·x + 0.31)/(-0.64·x + 0.32),(-0.12·xy + -0.44·x + -0.04.y + -0.5) / (-0.0·xy + -0.55·x + -0.08·y + -0.48)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(SH|-ISC),(-0.05·x + -0.09)/(-0.48·x + -0.87),(-0.04·x + -0.09)/(-0.38·x + -0.92),(0.03·xy + 0.02·x + -0.08.y + -0.05) / (0.33·xy + 0.24·x + -0.78·y + -0.46)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(-SH|-ISC),(0.14·x + -0.65)/(0.15·x + -0.73),(0.25·x + -0.62)/(0.28·x + -0.69),(-0.56·xy + -0.31·x + -0.19.y + 0.04) / (-0.62·xy + -0.34·x + -0.21·y + 0.05)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(CT|-ISC),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.57·xy + -0.42·x + 0.05.y + 0.05) / (0.57·xy + -0.42·x + 0.05·y + 0.05)
P(-B|-MC),P(C|-B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.01·x + -0.01)/(0.64·x + -0.77),(-0.09·xy + 0.11·x + 0.02.y + -0.01) / (0.07·xy + 0.7·x + 0.07·y + 0.69)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(-MC|-ISC),(0.46·x + 0.5)/(0.54·x + 0.49),(-0.7·x + 0.05)/(-0.71·x + 0.05),(-0.17·xy + -0.43·x + -0.18.y + -0.47) / (-0.19·xy + -0.51·x + -0.18·y + -0.46)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(SH|-ISC),(-0.07·x + 0.07)/(-0.67·x + 0.74),(0.01·x + -0.1)/(0.13·x + -0.99),(0.05·xy + -0.01·x + -0.02.y + 0.08) / (0.5·xy + -0.07·x + -0.25·y + 0.82)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(-SH|-ISC),(0.32·x + -0.59)/(0.36·x + -0.65),(-0.39·x + 0.54)/(-0.44·x + 0.6),(-0.21·xy + 0.49·x + 0.39.y + -0.11) / (-0.23·xy + 0.54·x + 0.44·y + -0.12)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(CT|-ISC),(0.71·x + -0.02)/(0.71·x + -0.02),(0.67·x + -0.24)/(0.67·x + -0.24),(0.41·xy + -0.52·x + 0.2.y + 0.16) / (0.41·xy + -0.52·x + 0.2·y + 0.16)
P(-B|-MC),P(-C|-B^-ISC),0.7059,P(-CT|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
