Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|MC),P(-CT|-B),0.85,P(SH|MC),(-0.09·x + -0.04)/(-0.92·x + -0.38),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.1·xy + -0.01·x + 0.02.y + 0.01) / (-0.96·xy + -0.1·x + 0.2·y + 0.14)
P(B|MC),P(-CT|-B),0.85,P(-SH|MC),(-0.66·x + 0.08)/(-0.74·x + 0.08),(-0.63·x + -0.22)/(-0.7·x + -0.24),(0.06·xy + 0.11·x + 0.13.y + 0.64) / (0.07·xy + 0.12·x + 0.15·y + 0.72)
P(-B|MC),P(CT|B),0.85,P(ISC|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(CT|B),0.85,P(-ISC|MC),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.34·xy + 0.04·x + -0.62.y + -0.03) / (-0.34·xy + 0.04·x + -0.62·y + -0.03)
P(-B|MC),P(CT|B),0.85,P(C|MC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.68·x + 0.19)/(0.68·x + 0.19),(0.58·xy + 0.23·x + 0.32.y + -0.07) / (0.58·xy + 0.23·x + 0.32·y + -0.07)
P(-B|MC),P(CT|B),0.85,P(-C|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(CT|B),0.85,P(SH|MC),(0.08·x + 0.06)/(0.77·x + 0.62),(0.03·x + 0.09)/(0.32·x + 0.94),(-0.09·xy + -0.0·x + -0.02.y + -0.02) / (-0.94·xy + -0.04·x + -0.21·y + -0.24)
P(-B|MC),P(CT|B),0.85,P(-SH|MC),(0.4·x + -0.53)/(0.45·x + -0.59),(-0.22·x + -0.63)/(-0.24·x + -0.7),(-0.22·xy + 0.62·x + 0.1.y + -0.05) / (-0.24·xy + 0.69·x + 0.11·y + -0.06)
P(-B|MC),P(-CT|B),0.85,P(ISC|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(-CT|B),0.85,P(-ISC|MC),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.25·xy + -0.0·x + 0.66.y + 0.04) / (0.25·xy + -0.0·x + 0.66·y + 0.04)
P(-B|MC),P(-CT|B),0.85,P(C|MC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.35·xy + 0.61·x + 0.1.y + -0.03) / (-0.35·xy + 0.61·x + 0.1·y + -0.03)
P(-B|MC),P(-CT|B),0.85,P(-C|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(-CT|B),0.85,P(SH|MC),(-0.05·x + -0.09)/(-0.48·x + -0.87),(0.08·x + 0.06)/(0.77·x + 0.62),(-0.01·xy + 0.09·x + -0.03.y + 0.04) / (-0.12·xy + 0.88·x + -0.28·y + 0.35)
P(-B|MC),P(-CT|B),0.85,P(-SH|MC),(0.57·x + -0.36)/(0.63·x + -0.4),(0.08·x + 0.66)/(0.08·x + 0.74),(0.52·xy + 0.1·x + -0.03.y + 0.41) / (0.57·xy + 0.11·x + -0.03·y + 0.46)
P(-B|MC),P(CT|-B),0.85,P(ISC|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(CT|-B),0.85,P(-ISC|MC),(0.7·x + 0.07)/(0.7·x + 0.07),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.63·xy + 0.25·x + -0.18.y + -0.08) / (-0.63·xy + 0.25·x + -0.18·y + -0.08)
P(-B|MC),P(CT|-B),0.85,P(C|MC),(0.71·x + 0.02)/(0.71·x + 0.02),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.48·xy + 0.03·x + 0.51.y + -0.1) / (-0.48·xy + 0.03·x + 0.51·y + -0.1)
P(-B|MC),P(CT|-B),0.85,P(-C|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(CT|-B),0.85,P(SH|MC),(0.1·x + 0.0)/(0.99·x + 0.01),(0.03·x + 0.09)/(0.32·x + 0.94),(0.06·xy + 0.07·x + -0.03.y + 0.0) / (0.6·xy + 0.74·x + -0.29·y + 0.0)
P(-B|MC),P(CT|-B),0.85,P(-SH|MC),(0.66·x + -0.1)/(0.73·x + -0.11),(-0.49·x + 0.46)/(-0.54·x + 0.51),(-0.06·xy + -0.14·x + -0.17.y + -0.63) / (-0.06·xy + -0.15·x + -0.19·y + -0.7)
P(-B|MC),P(-CT|-B),0.85,P(ISC|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(-CT|-B),0.85,P(-ISC|MC),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.33·xy + -0.6·x + 0.18.y + 0.02) / (0.33·xy + -0.6·x + 0.18·y + 0.02)
P(-B|MC),P(-CT|-B),0.85,P(C|MC),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.66·xy + -0.16·x + -0.06.y + -0.18) / (0.66·xy + -0.16·x + -0.06·y + -0.18)
P(-B|MC),P(-CT|-B),0.85,P(-C|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|MC),P(-CT|-B),0.85,P(SH|MC),(0.07·x + 0.07)/(0.72·x + 0.69),(0.01·x + -0.1)/(0.13·x + -0.99),(0.07·xy + -0.05·x + 0.03.y + -0.03) / (0.74·xy + -0.5·x + 0.33·y + -0.28)
P(-B|MC),P(-CT|-B),0.85,P(-SH|MC),(0.4·x + -0.53)/(0.45·x + -0.59),(0.47·x + -0.48)/(0.52·x + -0.53),(-0.16·xy + -0.18·x + 0.15.y + 0.6) / (-0.18·xy + -0.2·x + 0.17·y + 0.67)
P(ISC|MC),P(C|B^ISC),0.6,P(B|MC),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.29·xy + -0.62·x + 0.2.y + -0.02) / (0.29·xy + -0.62·x + 0.2·y + -0.02)
P(ISC|MC),P(C|B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|B^ISC),0.6,P(SH|MC),(0.1·x + -0.01)/(0.99·x + -0.09),(0.1·x + -0.02)/(0.97·x + -0.24),(-0.09·xy + -0.01·x + -0.03.y + -0.04) / (-0.88·xy + -0.07·x + -0.25·y + -0.38)
P(ISC|MC),P(C|B^ISC),0.6,P(-SH|MC),(0.56·x + 0.36)/(0.62·x + 0.41),(-0.65·x + 0.14)/(-0.73·x + 0.16),(0.14·xy + -0.13·x + -0.03.y + 0.64) / (0.16·xy + -0.14·x + -0.03·y + 0.71)
P(ISC|MC),P(C|B^ISC),0.6,P(CT|MC),(0.52·x + -0.48)/(0.52·x + -0.48),(0.71·x + -0.04)/(0.71·x + -0.04),(0.19·xy + -0.67·x + 0.07.y + 0.11) / (0.19·xy + -0.67·x + 0.07·y + 0.11)
P(ISC|MC),P(C|B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|B^ISC),0.6,P(B|MC),(0.71·x + -0.04)/(0.71·x + -0.04),(0.7·x + 0.06)/(0.7·x + 0.06),(0.15·xy + -0.58·x + 0.37.y + 0.1) / (0.15·xy + -0.58·x + 0.37·y + 0.1)
P(ISC|MC),P(-C|B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|B^ISC),0.6,P(SH|MC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(0.09·x + -0.05)/(0.86·x + -0.51),(-0.05·xy + -0.02·x + 0.07.y + 0.04) / (-0.52·xy + -0.22·x + 0.72·y + 0.4)
P(ISC|MC),P(-C|B^ISC),0.6,P(-SH|MC),(-0.65·x + 0.15)/(-0.72·x + 0.17),(0.66·x + -0.1)/(0.73·x + -0.11),(-0.01·xy + -0.44·x + 0.0.y + 0.51) / (-0.02·xy + -0.49·x + 0.0·y + 0.56)
P(ISC|MC),P(-C|B^ISC),0.6,P(CT|MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.2·xy + 0.67·x + 0.08.y + -0.02) / (-0.2·xy + 0.67·x + 0.08·y + -0.02)
P(ISC|MC),P(-C|B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|B^-ISC),0.6,P(B|MC),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.44·xy + 0.54·x + -0.1.y + -0.05) / (0.44·xy + 0.54·x + -0.1·y + -0.05)
P(ISC|MC),P(C|B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|B^-ISC),0.6,P(SH|MC),(-0.09·x + -0.05)/(-0.87·x + -0.49),(0.09·x + 0.05)/(0.88·x + 0.46),(-0.09·xy + -0.02·x + 0.02.y + -0.02) / (-0.93·xy + -0.15·x + 0.25·y + -0.21)
P(ISC|MC),P(C|B^-ISC),0.6,P(-SH|MC),(0.48·x + -0.46)/(0.54·x + -0.51),(0.25·x + -0.62)/(0.28·x + -0.69),(0.11·xy + 0.32·x + 0.15.y + 0.56) / (0.13·xy + 0.35·x + 0.17·y + 0.62)
P(ISC|MC),P(C|B^-ISC),0.6,P(CT|MC),(0.52·x + -0.48)/(0.52·x + -0.48),(0.52·x + -0.48)/(0.52·x + -0.48),(0.3·xy + 0.11·x + -0.6.y + 0.19) / (0.3·xy + 0.11·x + -0.6·y + 0.19)
P(ISC|MC),P(C|B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|B^-ISC),0.6,P(B|MC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.12·xy + 0.7·x + -0.01.y + -0.0) / (-0.12·xy + 0.7·x + -0.01·y + -0.0)
P(ISC|MC),P(-C|B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|B^-ISC),0.6,P(SH|MC),(0.01·x + 0.1)/(0.07·x + 0.99),(0.08·x + -0.06)/(0.8·x + -0.6),(0.03·xy + 0.08·x + -0.03.y + 0.04) / (0.28·xy + 0.79·x + -0.35·y + 0.41)
P(ISC|MC),P(-C|B^-ISC),0.6,P(-SH|MC),(-0.65·x + -0.16)/(-0.72·x + -0.17),(0.47·x + -0.48)/(0.52·x + -0.53),(0.51·xy + 0.03·x + 0.42.y + 0.09) / (0.57·xy + 0.03·x + 0.46·y + 0.1)
P(ISC|MC),P(-C|B^-ISC),0.6,P(CT|MC),(0.16·x + 0.69)/(0.16·x + 0.69),(0.7·x + 0.06)/(0.7·x + 0.06),(0.15·xy + -0.54·x + 0.41.y + 0.13) / (0.15·xy + -0.54·x + 0.41·y + 0.13)
P(ISC|MC),P(-C|B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|-B^ISC),0.6,P(B|MC),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.6·xy + 0.2·x + 0.32.y + 0.02) / (0.6·xy + 0.2·x + 0.32·y + 0.02)
P(ISC|MC),P(C|-B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|-B^ISC),0.6,P(SH|MC),(-0.05·x + -0.09)/(-0.51·x + -0.85),(-0.09·x + -0.05)/(-0.87·x + -0.49),(-0.01·xy + 0.07·x + -0.06.y + -0.04) / (-0.06·xy + 0.66·x + -0.59·y + -0.44)
P(ISC|MC),P(C|-B^ISC),0.6,P(-SH|MC),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.65·x + 0.15)/(-0.72·x + 0.17),(-0.24·xy + -0.3·x + 0.18.y + 0.52) / (-0.27·xy + -0.33·x + 0.2·y + 0.58)
P(ISC|MC),P(C|-B^ISC),0.6,P(CT|MC),(0.7·x + 0.12)/(0.7·x + 0.12),(0.71·x + -0.04)/(0.71·x + -0.04),(0.63·xy + 0.32·x + -0.07.y + -0.04) / (0.63·xy + 0.32·x + -0.07·y + -0.04)
P(ISC|MC),P(C|-B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|-B^ISC),0.6,P(B|MC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.51·x + 0.49)/(0.51·x + 0.49),(0.55·xy + 0.21·x + -0.38.y + 0.01) / (0.55·xy + 0.21·x + -0.38·y + 0.01)
P(ISC|MC),P(-C|-B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|-B^ISC),0.6,P(SH|MC),(-0.08·x + 0.05)/(-0.85·x + 0.52),(0.09·x + -0.05)/(0.86·x + -0.51),(-0.08·xy + 0.01·x + -0.03.y + 0.06) / (-0.76·xy + 0.08·x + -0.28·y + 0.58)
P(ISC|MC),P(-C|-B^ISC),0.6,P(-SH|MC),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.63·x + -0.22)/(-0.7·x + -0.24),(0.36·xy + 0.22·x + -0.23.y + -0.46) / (0.4·xy + 0.25·x + -0.25·y + -0.51)
P(ISC|MC),P(-C|-B^ISC),0.6,P(CT|MC),(0.52·x + -0.48)/(0.52·x + -0.48),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.57·xy + 0.38·x + 0.16.y + 0.07) / (-0.57·xy + 0.38·x + 0.16·y + 0.07)
P(ISC|MC),P(-C|-B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|-B^-ISC),0.6,P(B|MC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.13·xy + 0.68·x + -0.14.y + -0.05) / (0.13·xy + 0.68·x + -0.14·y + -0.05)
P(ISC|MC),P(C|-B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(C|-B^-ISC),0.6,P(SH|MC),(-0.09·x + 0.04)/(-0.92·x + 0.38),(-0.09·x + 0.05)/(-0.87·x + 0.49),(0.03·xy + -0.04·x + 0.04.y + 0.08) / (0.3·xy + -0.39·x + 0.38·y + 0.78)
P(ISC|MC),P(C|-B^-ISC),0.6,P(-SH|MC),(-0.49·x + 0.46)/(-0.54·x + 0.51),(-0.36·x + -0.56)/(-0.4·x + -0.62),(-0.04·xy + 0.1·x + -0.23.y + 0.62) / (-0.05·xy + 0.11·x + -0.25·y + 0.69)
P(ISC|MC),P(C|-B^-ISC),0.6,P(CT|MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.7·x + -0.12)/(0.7·x + -0.12),(0.43·xy + 0.56·x + 0.08.y + 0.02) / (0.43·xy + 0.56·x + 0.08·y + 0.02)
P(ISC|MC),P(C|-B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(B|MC),(0.69·x + -0.14)/(0.69·x + -0.14),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.03·xy + -0.71·x + -0.0.y + 0.0) / (-0.03·xy + -0.71·x + -0.0·y + 0.0)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(SH|MC),(-0.08·x + 0.05)/(-0.85·x + 0.52),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.1·xy + 0.01·x + -0.01.y + 0.01) / (-0.98·xy + 0.08·x + -0.15·y + 0.05)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(-SH|MC),(0.49·x + -0.45)/(0.55·x + -0.5),(0.67·x + 0.02)/(0.74·x + 0.03),(0.39·xy + 0.33·x + 0.01.y + 0.43) / (0.44·xy + 0.37·x + 0.01·y + 0.48)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(CT|MC),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.66·xy + 0.1·x + 0.18.y + 0.13) / (-0.66·xy + 0.1·x + 0.18·y + 0.13)
P(ISC|MC),P(-C|-B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|B^ISC),0.6,P(B|MC),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.2·xy + -0.15·x + -0.66.y + 0.02) / (-0.2·xy + -0.15·x + -0.66·y + 0.02)
P(-ISC|MC),P(C|B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|B^ISC),0.6,P(SH|MC),(0.08·x + 0.06)/(0.78·x + 0.61),(0.07·x + -0.07)/(0.68·x + -0.73),(0.07·xy + -0.0·x + -0.0.y + 0.07) / (0.68·xy + -0.03·x + -0.03·y + 0.72)
P(-ISC|MC),P(C|B^ISC),0.6,P(-SH|MC),(0.03·x + -0.67)/(0.04·x + -0.74),(-0.22·x + -0.63)/(-0.24·x + -0.7),(0.48·xy + -0.37·x + -0.16.y + 0.24) / (0.53·xy + -0.41·x + -0.17·y + 0.27)
