Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(MC),P(ISC|-MC),0.5713,P(C|-SH),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.61·xy + 0.36·x + -0.02.y + -0.0) / (0.61·xy + 0.36·x + -0.02·y + -0.0)
P(MC),P(ISC|-MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.5713,P(CT|-SH),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.59·xy + -0.32·x + -0.21.y + 0.05) / (-0.59·xy + -0.32·x + -0.21·y + 0.05)
P(MC),P(ISC|-MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(-ISC|-MC),0.5713,P(B|-SH),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.21·xy + -0.55·x + -0.26.y + -0.29) / (-0.21·xy + -0.55·x + -0.26·y + -0.29)
P(MC),P(-ISC|-MC),0.5713,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(-ISC|-MC),0.5713,P(C|-SH),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.69·xy + 0.06·x + -0.14.y + 0.08) / (-0.69·xy + 0.06·x + -0.14·y + 0.08)
P(MC),P(-ISC|-MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(-ISC|-MC),0.5713,P(CT|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + -0.06)/(0.7·x + -0.06),(0.3·xy + 0.64·x + 0.0.y + -0.02) / (0.3·xy + 0.64·x + 0.0·y + -0.02)
P(MC),P(-ISC|-MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|MC),0.5713,P(B|-SH),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.29·xy + 0.6·x + -0.23.y + 0.03) / (0.29·xy + 0.6·x + -0.23·y + 0.03)
P(-MC),P(ISC|MC),0.5713,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|MC),0.5713,P(C|-SH),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.31·xy + -0.15·x + -0.61.y + -0.13) / (-0.31·xy + -0.15·x + -0.61·y + -0.13)
P(-MC),P(ISC|MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|MC),0.5713,P(CT|-SH),(0.67·x + -0.24)/(0.67·x + -0.24),(0.7·x + -0.1)/(0.7·x + -0.1),(0.62·xy + -0.03·x + 0.33.y + 0.03) / (0.62·xy + -0.03·x + 0.33·y + 0.03)
P(-MC),P(ISC|MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|MC),0.5713,P(B|-SH),(0.67·x + -0.22)/(0.67·x + -0.22),(0.71·x + 0.01)/(0.71·x + 0.01),(0.3·xy + 0.62·x + -0.17.y + -0.04) / (0.3·xy + 0.62·x + -0.17·y + -0.04)
P(-MC),P(-ISC|MC),0.5713,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|MC),0.5713,P(C|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.32·xy + 0.58·x + -0.24.y + -0.06) / (-0.32·xy + 0.58·x + -0.24·y + -0.06)
P(-MC),P(-ISC|MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|MC),0.5713,P(CT|-SH),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.51·x + 0.49)/(0.51·x + 0.49),(0.16·xy + -0.57·x + 0.38.y + 0.06) / (0.16·xy + -0.57·x + 0.38·y + 0.06)
P(-MC),P(-ISC|MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|-MC),0.5713,P(B|-SH),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.7·x + -0.1)/(0.7·x + -0.1),(0.6·xy + 0.23·x + -0.28.y + -0.04) / (0.6·xy + 0.23·x + -0.28·y + -0.04)
P(-MC),P(ISC|-MC),0.5713,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|-MC),0.5713,P(C|-SH),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.18·xy + -0.64·x + 0.22.y + -0.0) / (-0.18·xy + -0.64·x + 0.22·y + -0.0)
P(-MC),P(ISC|-MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|-MC),0.5713,P(CT|-SH),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.4·xy + 0.58·x + 0.05.y + -0.05) / (0.4·xy + 0.58·x + 0.05·y + -0.05)
P(-MC),P(ISC|-MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|-MC),0.5713,P(B|-SH),(0.7·x + 0.07)/(0.7·x + 0.07),(0.7·x + -0.06)/(0.7·x + -0.06),(0.22·xy + 0.65·x + 0.09.y + 0.15) / (0.22·xy + 0.65·x + 0.09·y + 0.15)
P(-MC),P(-ISC|-MC),0.5713,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|-MC),0.5713,P(C|-SH),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.51·xy + 0.02·x + 0.49.y + 0.04) / (0.51·xy + 0.02·x + 0.49·y + 0.04)
P(-MC),P(-ISC|-MC),0.5713,P(-C|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|-MC),0.5713,P(CT|-SH),(0.7·x + 0.06)/(0.7·x + 0.06),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.47·xy + -0.18·x + -0.49.y + 0.06) / (-0.47·xy + -0.18·x + -0.49·y + 0.06)
P(-MC),P(-ISC|-MC),0.5713,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(MC|-SH),(0.7·x + -0.12)/(0.7·x + -0.12),(0.68·x + -0.19)/(0.68·x + -0.19),(0.1·xy + 0.44·x + -0.5.y + 0.21) / (0.1·xy + 0.44·x + -0.5·y + 0.21)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(B|-SH),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.5·xy + 0.06·x + -0.5.y + 0.02) / (-0.5·xy + 0.06·x + -0.5·y + 0.02)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.5938,P(CT|-SH),(0.68·x + -0.19)/(0.68·x + -0.19),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.71·xy + 0.04·x + -0.03.y + 0.01) / (0.71·xy + 0.04·x + -0.03·y + 0.01)
P(ISC|-MC),P(C|B^ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(MC|-SH),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.18·xy + -0.42·x + 0.52.y + 0.13) / (-0.18·xy + -0.42·x + 0.52·y + 0.13)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(B|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + -0.06)/(0.7·x + -0.06),(0.52·xy + -0.26·x + -0.4.y + -0.0) / (0.52·xy + -0.26·x + -0.4·y + -0.0)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(CT|-SH),(0.16·x + 0.69)/(0.16·x + 0.69),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.62·xy + -0.28·x + 0.04.y + 0.18) / (-0.62·xy + -0.28·x + 0.04·y + 0.18)
P(ISC|-MC),P(-C|B^ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(MC|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.58·xy + 0.33·x + -0.23.y + 0.03) / (0.58·xy + 0.33·x + -0.23·y + 0.03)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(B|-SH),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.17·xy + -0.68·x + 0.04.y + 0.12) / (-0.17·xy + -0.68·x + 0.04·y + 0.12)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(CT|-SH),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.3·xy + 0.63·x + -0.13.y + -0.02) / (-0.3·xy + 0.63·x + -0.13·y + -0.02)
P(ISC|-MC),P(C|B^-ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(MC|-SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + 0.09)/(0.7·x + 0.09),(-0.44·xy + 0.53·x + -0.16.y + 0.07) / (-0.44·xy + 0.53·x + -0.16·y + 0.07)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(B|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.65·xy + 0.23·x + 0.15.y + 0.07) / (-0.65·xy + 0.23·x + 0.15·y + 0.07)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(CT|-SH),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.53·xy + -0.17·x + 0.43.y + -0.0) / (0.53·xy + -0.17·x + 0.43·y + -0.0)
P(ISC|-MC),P(-C|B^-ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(MC|-SH),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.4·xy + 0.03·x + 0.58.y + 0.03) / (0.4·xy + 0.03·x + 0.58·y + 0.03)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(B|-SH),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.23·xy + 0.67·x + 0.01.y + 0.01) / (-0.23·xy + 0.67·x + 0.01·y + 0.01)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(CT|-SH),(0.68·x + -0.19)/(0.68·x + -0.19),(0.7·x + 0.12)/(0.7·x + 0.12),(0.03·xy + 0.02·x + 0.71.y + 0.0) / (0.03·xy + 0.02·x + 0.71·y + 0.0)
P(ISC|-MC),P(C|-B^ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(MC|-SH),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.06·xy + -0.66·x + 0.22.y + -0.1) / (-0.06·xy + -0.66·x + 0.22·y + -0.1)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(B|-SH),(0.16·x + 0.69)/(0.16·x + 0.69),(0.71·x + 0.02)/(0.71·x + 0.02),(0.63·xy + 0.09·x + -0.17.y + -0.24) / (0.63·xy + 0.09·x + -0.17·y + -0.24)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(CT|-SH),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.46·xy + -0.42·x + 0.26.y + 0.19) / (0.46·xy + -0.42·x + 0.26·y + 0.19)
P(ISC|-MC),P(-C|-B^ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(MC|-SH),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.33·xy + 0.11·x + 0.62.y + -0.0) / (0.33·xy + 0.11·x + 0.62·y + -0.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(B|-SH),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.58·xy + 0.39·x + 0.13.y + -0.04) / (0.58·xy + 0.39·x + 0.13·y + -0.04)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(CT|-SH),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.23·xy + -0.22·x + 0.63.y + 0.06) / (-0.23·xy + -0.22·x + 0.63·y + 0.06)
P(ISC|-MC),P(C|-B^-ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(MC|-SH),(0.52·x + -0.48)/(0.52·x + -0.48),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.06·xy + -0.52·x + 0.48.y + 0.02) / (-0.06·xy + -0.52·x + 0.48·y + 0.02)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(B|-SH),(0.67·x + -0.23)/(0.67·x + -0.23),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.56·xy + 0.15·x + -0.41.y + -0.02) / (-0.56·xy + 0.15·x + -0.41·y + -0.02)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(-B|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(CT|-SH),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.06·xy + -0.65·x + 0.27.y + -0.03) / (0.06·xy + -0.65·x + 0.27·y + -0.03)
P(ISC|-MC),P(-C|-B^-ISC),0.5938,P(-CT|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(MC|-SH),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.68·x + 0.19)/(0.68·x + 0.19),(0.5·xy + -0.38·x + -0.32.y + -0.0) / (0.5·xy + -0.38·x + -0.32·y + -0.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(-MC|-SH),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.5938,P(B|-SH),(0.7·x + 0.09)/(0.7·x + 0.09),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.42·xy + -0.56·x + -0.11.y + -0.04) / (-0.42·xy + -0.56·x + -0.11·y + -0.04)
