Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(-C|-B^ISC),0.6,P(SH|-MC),(0.09·x + -0.03)/(0.94·x + -0.32),(0.01·x + -0.1)/(0.13·x + -0.99),(0.0·xy + -0.01·x + 0.02.y + 0.1) / (0.01·xy + -0.15·x + 0.21·y + 0.96)
P(B|-MC),P(-C|-B^ISC),0.6,P(-SH|-MC),(-0.66·x + 0.12)/(-0.73·x + 0.13),(0.66·x + -0.1)/(0.73·x + -0.11),(0.03·xy + 0.65·x + -0.11.y + 0.09) / (0.04·xy + 0.73·x + -0.12·y + 0.1)
P(B|-MC),P(-C|-B^ISC),0.6,P(CT|-MC),(0.7·x + -0.12)/(0.7·x + -0.12),(0.71·x + 0.02)/(0.71·x + 0.02),(0.04·xy + 0.7·x + -0.04.y + -0.1) / (0.04·xy + 0.7·x + -0.04·y + -0.1)
P(B|-MC),P(-C|-B^ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(C|-B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(C|-B^-ISC),0.6,P(-ISC|-MC),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.51·xy + 0.47·x + 0.14.y + 0.02) / (-0.51·xy + 0.47·x + 0.14·y + 0.02)
P(B|-MC),P(C|-B^-ISC),0.6,P(SH|-MC),(0.01·x + 0.1)/(0.07·x + 0.99),(-0.05·x + -0.09)/(-0.51·x + -0.85),(-0.01·xy + -0.05·x + -0.0.y + -0.08) / (-0.05·xy + -0.52·x + -0.01·y + -0.84)
P(B|-MC),P(C|-B^-ISC),0.6,P(-SH|-MC),(0.66·x + 0.12)/(0.73·x + 0.13),(0.56·x + -0.37)/(0.62·x + -0.41),(-0.36·xy + 0.35·x + -0.14.y + -0.42) / (-0.4·xy + 0.39·x + -0.16·y + -0.47)
P(B|-MC),P(C|-B^-ISC),0.6,P(CT|-MC),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.34·xy + 0.23·x + -0.57.y + -0.05) / (0.34·xy + 0.23·x + -0.57·y + -0.05)
P(B|-MC),P(C|-B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-C|-B^-ISC),0.6,P(-ISC|-MC),(0.7·x + -0.12)/(0.7·x + -0.12),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.56·xy + -0.37·x + 0.22.y + -0.08) / (-0.56·xy + -0.37·x + 0.22·y + -0.08)
P(B|-MC),P(-C|-B^-ISC),0.6,P(SH|-MC),(-0.05·x + -0.09)/(-0.51·x + -0.85),(0.1·x + 0.0)/(0.99·x + 0.04),(-0.67·xy + 0.41·x + 0.52.y + -0.31) / (0.07·xy + -0.04·x + -0.05·y + 0.03)
P(B|-MC),P(-C|-B^-ISC),0.6,P(-SH|-MC),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.63·x + -0.23)/(-0.7·x + -0.26),(0.66·xy + -0.09·x + -0.03.y + 0.05) / (0.73·xy + -0.1·x + -0.03·y + 0.05)
P(B|-MC),P(-C|-B^-ISC),0.6,P(CT|-MC),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.65·xy + 0.28·x + 0.07.y + 0.01) / (-0.65·xy + 0.28·x + 0.07·y + 0.01)
P(B|-MC),P(-C|-B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^ISC),0.6,P(-ISC|-MC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.4·xy + 0.11·x + 0.57.y + 0.01) / (0.4·xy + 0.11·x + 0.57·y + 0.01)
P(-B|-MC),P(C|B^ISC),0.6,P(SH|-MC),(0.08·x + -0.05)/(0.85·x + -0.52),(0.09·x + 0.05)/(0.88·x + 0.46),(0.01·xy + 0.07·x + -0.02.y + -0.06) / (0.13·xy + 0.73·x + -0.23·y + -0.62)
P(-B|-MC),P(C|B^ISC),0.6,P(-SH|-MC),(-0.67·x + 0.02)/(-0.74·x + 0.02),(0.66·x + 0.12)/(0.73·x + 0.13),(0.19·xy + 0.21·x + 0.47.y + 0.38) / (0.21·xy + 0.23·x + 0.53·y + 0.42)
P(-B|-MC),P(C|B^ISC),0.6,P(CT|-MC),(0.7·x + -0.06)/(0.7·x + -0.06),(0.68·x + -0.19)/(0.68·x + -0.19),(-0.6·xy + -0.3·x + -0.19.y + -0.15) / (-0.6·xy + -0.3·x + -0.19·y + -0.15)
P(-B|-MC),P(C|B^ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^ISC),0.6,P(-ISC|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.01·xy + -0.42·x + -0.57.y + 0.0) / (-0.01·xy + -0.42·x + -0.57·y + 0.0)
P(-B|-MC),P(-C|B^ISC),0.6,P(SH|-MC),(-0.05·x + -0.09)/(-0.48·x + -0.87),(0.08·x + 0.06)/(0.77·x + 0.62),(0.0·xy + -0.07·x + -0.05.y + 0.05) / (0.04·xy + -0.71·x + -0.49·y + 0.5)
P(-B|-MC),P(-C|B^ISC),0.6,P(-SH|-MC),(-0.35·x + 0.57)/(-0.39·x + 0.63),(-0.67·x + 0.02)/(-0.74·x + 0.02),(0.47·xy + 0.47·x + -0.08.y + 0.02) / (0.52·xy + 0.52·x + -0.09·y + 0.02)
P(-B|-MC),P(-C|B^ISC),0.6,P(CT|-MC),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.7·x + 0.06)/(0.7·x + 0.06),(0.32·xy + 0.3·x + -0.55.y + -0.03) / (0.32·xy + 0.3·x + -0.55·y + -0.03)
P(-B|-MC),P(-C|B^ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|B^-ISC),0.6,P(-ISC|-MC),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.55·xy + -0.43·x + -0.12.y + -0.03) / (-0.55·xy + -0.43·x + -0.12·y + -0.03)
P(-B|-MC),P(C|B^-ISC),0.6,P(SH|-MC),(-0.03·x + -0.1)/(-0.28·x + -0.96),(0.07·x + 0.08)/(0.65·x + 0.75),(0.09·xy + -0.01·x + -0.04.y + 0.01) / (0.92·xy + -0.11·x + -0.36·y + 0.06)
P(-B|-MC),P(C|B^-ISC),0.6,P(-SH|-MC),(0.47·x + -0.48)/(0.52·x + -0.53),(-0.61·x + 0.28)/(-0.68·x + 0.31),(-0.07·xy + -0.44·x + 0.5.y + 0.05) / (-0.08·xy + -0.48·x + 0.56·y + 0.05)
P(-B|-MC),P(C|B^-ISC),0.6,P(CT|-MC),(0.71·x + -0.02)/(0.71·x + -0.02),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.52·xy + -0.03·x + 0.45.y + 0.15) / (0.52·xy + -0.03·x + 0.45·y + 0.15)
P(-B|-MC),P(C|B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|B^-ISC),0.6,P(-ISC|-MC),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.7·x + 0.06)/(0.7·x + 0.06),(0.45·xy + 0.52·x + 0.18.y + -0.06) / (0.45·xy + 0.52·x + 0.18·y + -0.06)
P(-B|-MC),P(-C|B^-ISC),0.6,P(SH|-MC),(-0.1·x + -0.01)/(-0.99·x + -0.05),(-0.03·x + -0.1)/(-0.28·x + -0.96),(-0.04·xy + 0.08·x + 0.02.y + -0.03) / (-0.41·xy + 0.82·x + 0.18·y + -0.35)
P(-B|-MC),P(-C|B^-ISC),0.6,P(-SH|-MC),(-0.43·x + -0.51)/(-0.48·x + -0.57),(0.47·x + -0.48)/(0.52·x + -0.53),(-0.04·xy + -0.38·x + -0.39.y + -0.39) / (-0.04·xy + -0.42·x + -0.43·y + -0.43)
P(-B|-MC),P(-C|B^-ISC),0.6,P(CT|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.02·xy + 0.69·x + 0.12.y + 0.03) / (0.02·xy + 0.69·x + 0.12·y + 0.03)
P(-B|-MC),P(-C|B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^ISC),0.6,P(-ISC|-MC),(-0.71·x + 0.05)/(-0.71·x + 0.05),(0.71·x + -0.04)/(0.71·x + -0.04),(-0.44·xy + -0.13·x + -0.54.y + 0.02) / (-0.44·xy + -0.13·x + -0.54·y + 0.02)
P(-B|-MC),P(C|-B^ISC),0.6,P(SH|-MC),(-0.07·x + 0.07)/(-0.67·x + 0.74),(0.1·x + -0.03)/(0.96·x + -0.28),(0.03·xy + -0.03·x + 0.05.y + -0.08) / (0.31·xy + -0.32·x + 0.47·y + -0.76)
P(-B|-MC),P(C|-B^ISC),0.6,P(-SH|-MC),(-0.43·x + -0.51)/(-0.48·x + -0.57),(0.26·x + 0.62)/(0.29·x + 0.68),(0.22·xy + -0.02·x + -0.18.y + -0.6) / (0.25·xy + -0.02·x + -0.2·y + -0.67)
P(-B|-MC),P(C|-B^ISC),0.6,P(CT|-MC),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.04·xy + -0.7·x + 0.07.y + 0.07) / (0.04·xy + -0.7·x + 0.07·y + 0.07)
P(-B|-MC),P(C|-B^ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^ISC),0.6,P(-ISC|-MC),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.66·x + -0.27)/(-0.66·x + -0.27),(0.6·xy + -0.35·x + 0.11.y + -0.04) / (0.6·xy + -0.35·x + 0.11·y + -0.04)
P(-B|-MC),P(-C|-B^ISC),0.6,P(SH|-MC),(0.1·x + -0.0)/(0.99·x + -0.02),(-0.03·x + 0.1)/(-0.26·x + 0.96),(0.06·xy + 0.02·x + 0.02.y + 0.08) / (0.56·xy + 0.24·x + 0.2·y + 0.76)
P(-B|-MC),P(-C|-B^ISC),0.6,P(-SH|-MC),(0.03·x + -0.67)/(0.04·x + -0.74),(-0.48·x + -0.47)/(-0.53·x + -0.52),(0.62·xy + 0.09·x + 0.13.y + 0.21) / (0.68·xy + 0.1·x + 0.14·y + 0.23)
P(-B|-MC),P(-C|-B^ISC),0.6,P(CT|-MC),(0.67·x + -0.24)/(0.67·x + -0.24),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.7·xy + 0.0·x + -0.03.y + 0.12) / (-0.7·xy + 0.0·x + -0.03·y + 0.12)
P(-B|-MC),P(-C|-B^ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(C|-B^-ISC),0.6,P(-ISC|-MC),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.55·xy + -0.32·x + -0.16.y + 0.26) / (0.55·xy + -0.32·x + -0.16·y + 0.26)
P(-B|-MC),P(C|-B^-ISC),0.6,P(SH|-MC),(-0.1·x + -0.0)/(-0.99·x + -0.01),(-0.01·x + 0.1)/(-0.11·x + 0.99),(-0.02·xy + -0.04·x + 0.08.y + 0.05) / (-0.23·xy + -0.36·x + 0.75·y + 0.49)
P(-B|-MC),P(C|-B^-ISC),0.6,P(-SH|-MC),(0.4·x + -0.53)/(0.45·x + -0.59),(0.64·x + 0.2)/(0.71·x + 0.23),(-0.15·xy + 0.34·x + 0.2.y + 0.52) / (-0.17·xy + 0.38·x + 0.22·y + 0.57)
P(-B|-MC),P(C|-B^-ISC),0.6,P(CT|-MC),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.02·xy + -0.13·x + 0.69.y + 0.05) / (0.02·xy + -0.13·x + 0.69·y + 0.05)
P(-B|-MC),P(C|-B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(-ISC|-MC),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.56·xy + 0.23·x + -0.33.y + 0.15) / (-0.56·xy + 0.23·x + -0.33·y + 0.15)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(SH|-MC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.03·x + -0.1)/(-0.28·x + -0.96),(0.03·xy + -0.02·x + 0.06.y + -0.06) / (0.32·xy + -0.25·x + 0.64·y + -0.64)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(-SH|-MC),(-0.55·x + 0.39)/(-0.61·x + 0.43),(0.2·x + 0.64)/(0.22·x + 0.71),(0.33·xy + -0.19·x + 0.23.y + -0.5) / (0.37·xy + -0.21·x + 0.26·y + -0.56)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(CT|-MC),(0.71·x + 0.02)/(0.71·x + 0.02),(0.7·x + 0.06)/(0.7·x + 0.06),(0.63·xy + -0.25·x + 0.05.y + 0.19) / (0.63·xy + -0.25·x + 0.05·y + 0.19)
P(-B|-MC),P(-C|-B^-ISC),0.6,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.85,P(-ISC|-MC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.68·x + 0.19)/(0.68·x + 0.19),(0.12·xy + 0.69·x + 0.11.y + 0.04) / (0.12·xy + 0.69·x + 0.11·y + 0.04)
