Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(MC),P(B|-MC),0.5049,P(-C|CT),(0.09·x + -0.03)/(0.94·x + -0.32),(0.03·x + 0.09)/(0.32·x + 0.94),(-0.04·xy + 0.03·x + 0.03.y + -0.08) / (-0.39·xy + 0.3·x + 0.27·y + -0.82)
P(MC),P(B|-MC),0.5049,P(SH|CT),(0.56·x + -0.27)/(0.7·x + -0.34),(-0.56·x + -0.27)/(-0.7·x + -0.34),(0.16·xy + 0.16·x + -0.13.y + -0.57) / (0.2·xy + 0.2·x + -0.17·y + -0.71)
P(MC),P(B|-MC),0.5049,P(-SH|CT),(-0.01·x + -0.2)/(-0.04·x + -0.98),(0.19·x + -0.05)/(0.95·x + -0.24),(0.11·xy + -0.07·x + -0.03.y + 0.15) / (0.55·xy + -0.33·x + -0.14·y + 0.73)
P(MC),P(-B|-MC),0.5049,P(ISC|CT),(-0.27·x + 0.63)/(0.2·x + 0.7),(-0.38·x + 0.48)/(-0.42·x + 0.67),(0.15·xy + 0.29·x + -0.29.y + -0.43) / (-0.04·xy + 0.17·x + -0.64·y + -0.44)
P(MC),P(-B|-MC),0.5049,P(-ISC|CT),(0.54·x + 0.08)/(0.23·x + 0.8),(-0.52·x + -0.08)/(-0.81·x + -0.24),(0.34·xy + 0.27·x + 0.33.y + -0.02) / (0.25·xy + 0.11·x + 0.71·y + 0.36)
P(MC),P(-B|-MC),0.5049,P(C|CT),(0.66·x + 0.12)/(0.73·x + 0.13),(0.08·x + 0.66)/(0.08·x + 0.74),(-0.11·xy + 0.47·x + -0.33.y + -0.32) / (-0.12·xy + 0.53·x + -0.36·y + -0.36)
P(MC),P(-B|-MC),0.5049,P(-C|CT),(-0.09·x + -0.04)/(-0.92·x + -0.38),(0.09·x + 0.04)/(0.92·x + 0.38),(-0.1·xy + 0.0·x + -0.0.y + -0.02) / (-0.98·xy + 0.03·x + -0.02·y + -0.15)
P(MC),P(-B|-MC),0.5049,P(SH|CT),(0.0·x + 0.62)/(0.0·x + 0.78),(-0.62·x + 0.04)/(-0.78·x + 0.05),(0.09·xy + 0.27·x + -0.09.y + 0.55) / (0.11·xy + 0.34·x + -0.12·y + 0.68)
P(MC),P(-B|-MC),0.5049,P(-SH|CT),(0.18·x + -0.08)/(0.9·x + -0.39),(-0.04·x + -0.19)/(-0.21·x + -0.96),(0.19·xy + 0.02·x + -0.0.y + -0.01) / (0.97·xy + 0.1·x + -0.01·y + -0.07)
P(-MC),P(B|MC),0.5049,P(ISC|CT),(0.21·x + -0.28)/(0.62·x + -0.7),(-0.36·x + -0.12)/(-0.91·x + -0.14),(0.44·xy + -0.31·x + 0.2.y + -0.16) / (0.38·xy + -0.23·x + 0.53·y + -0.42)
P(-MC),P(B|MC),0.5049,P(-ISC|CT),(0.37·x + -0.38)/(0.56·x + -0.63),(-0.06·x + 0.12)/(-0.65·x + 0.75),(0.13·xy + -0.33·x + -0.12.y + 0.42) / (-0.37·xy + 0.08·x + -0.22·y + 0.7)
P(-MC),P(B|MC),0.5049,P(C|CT),(0.67·x + 0.02)/(0.74·x + 0.03),(0.49·x + -0.45)/(0.55·x + -0.5),(0.19·xy + 0.07·x + -0.57.y + 0.28) / (0.22·xy + 0.08·x + -0.64·y + 0.31)
P(-MC),P(B|MC),0.5049,P(-C|CT),(0.09·x + -0.05)/(0.86·x + -0.51),(0.1·x + -0.03)/(0.96·x + -0.28),(-0.01·xy + -0.06·x + 0.07.y + -0.03) / (-0.09·xy + -0.61·x + 0.74·y + -0.25)
P(-MC),P(B|MC),0.5049,P(SH|CT),(-0.62·x + -0.01)/(-0.78·x + -0.01),(-0.52·x + -0.35)/(-0.65·x + -0.43),(0.03·xy + -0.16·x + 0.53.y + -0.29) / (0.04·xy + -0.2·x + 0.66·y + -0.37)
P(-MC),P(B|MC),0.5049,P(-SH|CT),(-0.2·x + -0.0)/(-0.98·x + -0.02),(0.19·x + -0.05)/(0.95·x + -0.26),(-0.04·xy + 0.08·x + -0.17.y + -0.02) / (-0.19·xy + 0.41·x + -0.86·y + -0.12)
P(-MC),P(-B|MC),0.5049,P(ISC|CT),(-0.42·x + -0.34)/(0.0·x + -0.84),(0.26·x + -0.28)/(0.64·x + -0.67),(-0.03·xy + -0.24·x + 0.3.y + 0.15) / (-0.29·xy + -0.51·x + 0.57·y + 0.4)
P(-MC),P(-B|MC),0.5049,P(-ISC|CT),(-0.38·x + 0.4)/(-0.5·x + 0.67),(0.26·x + -0.3)/(0.43·x + -0.81),(-0.26·xy + -0.1·x + 0.4.y + 0.01) / (0.42·xy + -0.48·x + 0.59·y + 0.06)
P(-MC),P(-B|MC),0.5049,P(C|CT),(0.32·x + -0.59)/(0.36·x + -0.65),(0.67·x + 0.04)/(0.74·x + 0.04),(-0.44·xy + -0.29·x + -0.04.y + 0.41) / (-0.48·xy + -0.33·x + -0.05·y + 0.46)
P(-MC),P(-B|MC),0.5049,P(-C|CT),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.05·x + -0.09)/(-0.48·x + -0.87),(-0.0·xy + -0.04·x + 0.03.y + 0.08) / (-0.03·xy + -0.43·x + 0.32·y + 0.84)
P(-MC),P(-B|MC),0.5049,P(SH|CT),(0.04·x + -0.62)/(0.05·x + -0.78),(-0.09·x + 0.62)/(-0.12·x + 0.77),(0.35·xy + -0.44·x + -0.2.y + -0.19) / (0.43·xy + -0.55·x + -0.25·y + -0.23)
P(-MC),P(-B|MC),0.5049,P(-SH|CT),(0.17·x + 0.09)/(0.87·x + 0.46),(0.17·x + -0.1)/(0.84·x + -0.5),(-0.12·xy + -0.14·x + -0.02.y + -0.07) / (-0.59·xy + -0.7·x + -0.12·y + -0.33)
P(-MC),P(B|-MC),0.5049,P(ISC|CT),(0.19·x + -0.29)/(0.61·x + -0.71),(0.06·x + 0.56)/(-0.13·x + 0.81),(0.41·xy + 0.08·x + -0.2.y + -0.22) / (0.43·xy + 0.42·x + -0.08·y + -0.61)
P(-MC),P(B|-MC),0.5049,P(-ISC|CT),(0.38·x + -0.38)/(0.55·x + -0.64),(0.4·x + -0.21)/(0.8·x + -0.39),(0.11·xy + -0.33·x + -0.37.y + 0.52) / (-0.4·xy + 0.36·x + -0.11·y + 0.41)
P(-MC),P(B|-MC),0.5049,P(C|CT),(-0.63·x + -0.22)/(-0.7·x + -0.24),(-0.65·x + -0.16)/(-0.72·x + -0.17),(0.14·xy + 0.19·x + 0.2.y + 0.59) / (0.15·xy + 0.21·x + 0.22·y + 0.66)
P(-MC),P(B|-MC),0.5049,P(-C|CT),(-0.1·x + -0.0)/(-0.99·x + -0.04),(0.09·x + 0.05)/(0.85·x + 0.51),(-0.02·xy + 0.01·x + -0.03.y + 0.09) / (-0.18·xy + 0.07·x + -0.34·y + 0.91)
P(-MC),P(B|-MC),0.5049,P(SH|CT),(0.11·x + -0.61)/(0.14·x + -0.77),(-0.59·x + 0.21)/(-0.73·x + 0.27),(0.1·xy + 0.19·x + 0.58.y + 0.12) / (0.13·xy + 0.23·x + 0.72·y + 0.15)
P(-MC),P(B|-MC),0.5049,P(-SH|CT),(0.2·x + -0.0)/(0.98·x + -0.02),(0.18·x + -0.07)/(0.92·x + -0.34),(0.12·xy + 0.1·x + -0.07.y + -0.09) / (0.6·xy + 0.52·x + -0.34·y + -0.46)
P(-MC),P(-B|-MC),0.5049,P(ISC|CT),(-0.42·x + -0.34)/(-0.0·x + -0.84),(0.36·x + 0.08)/(0.92·x + 0.14),(-0.04·xy + 0.12·x + -0.34.y + 0.13) / (0.35·xy + -0.03·x + -0.8·y + 0.31)
P(-MC),P(-B|-MC),0.5049,P(-ISC|CT),(0.4·x + -0.44)/(0.32·x + -0.74),(0.07·x + -0.1)/(0.68·x + -0.73),(0.26·xy + 0.17·x + -0.31.y + -0.11) / (-0.18·xy + 0.73·x + -0.26·y + -0.39)
P(-MC),P(-B|-MC),0.5049,P(C|CT),(-0.63·x + -0.23)/(-0.7·x + -0.26),(0.2·x + 0.64)/(0.22·x + 0.71),(-0.19·xy + 0.12·x + 0.15.y + 0.61) / (-0.21·xy + 0.13·x + 0.17·y + 0.68)
P(-MC),P(-B|-MC),0.5049,P(-C|CT),(-0.1·x + -0.0)/(-0.99·x + -0.01),(-0.1·x + -0.0)/(-0.99·x + -0.04),(-0.07·xy + -0.02·x + -0.04.y + 0.05) / (-0.73·xy + -0.21·x + -0.37·y + 0.52)
P(-MC),P(-B|-MC),0.5049,P(SH|CT),(0.09·x + 0.62)/(0.11·x + 0.77),(0.62·x + -0.02)/(0.78·x + -0.02),(-0.01·xy + 0.12·x + -0.14.y + 0.6) / (-0.01·xy + 0.15·x + -0.18·y + 0.74)
P(-MC),P(-B|-MC),0.5049,P(-SH|CT),(0.0·x + 0.2)/(0.02·x + 0.98),(0.17·x + -0.1)/(0.84·x + -0.5),(-0.17·xy + -0.02·x + 0.06.y + 0.07) / (-0.87·xy + -0.08·x + 0.29·y + 0.33)
P(MC),P(ISC|MC),0.8179,P(B|CT),(-0.69·x + -0.16)/(-0.69·x + -0.16),(0.68·x + 0.19)/(0.68·x + 0.19),(0.65·xy + -0.11·x + 0.24.y + 0.03) / (0.65·xy + -0.11·x + 0.24·y + 0.03)
P(MC),P(ISC|MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|MC),0.8179,P(C|CT),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.07·xy + -0.13·x + -0.51.y + 0.4) / (-0.08·xy + -0.14·x + -0.57·y + 0.45)
P(MC),P(ISC|MC),0.8179,P(-C|CT),(0.1·x + -0.03)/(0.96·x + -0.28),(0.01·x + 0.1)/(0.05·x + 0.99),(-0.09·xy + 0.03·x + 0.03.y + 0.03) / (-0.88·xy + 0.27·x + 0.27·y + 0.27)
P(MC),P(ISC|MC),0.8179,P(SH|CT),(0.62·x + -0.04)/(0.78·x + -0.05),(-0.56·x + -0.27)/(-0.7·x + -0.34),(0.22·xy + 0.0·x + 0.39.y + -0.44) / (0.27·xy + 0.0·x + 0.49·y + -0.55)
P(MC),P(ISC|MC),0.8179,P(-SH|CT),(-0.18·x + 0.08)/(-0.9·x + 0.39),(0.13·x + 0.15)/(0.66·x + 0.73),(-0.01·xy + 0.04·x + -0.05.y + -0.19) / (-0.07·xy + 0.19·x + -0.23·y + -0.93)
P(MC),P(-ISC|MC),0.8179,P(B|CT),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.56·xy + -0.38·x + 0.21.y + 0.02) / (0.56·xy + -0.38·x + 0.21·y + 0.02)
P(MC),P(-ISC|MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(-ISC|MC),0.8179,P(C|CT),(-0.49·x + 0.46)/(-0.54·x + 0.51),(-0.39·x + 0.54)/(-0.44·x + 0.6),(-0.13·xy + -0.11·x + 0.22.y + -0.61) / (-0.15·xy + -0.12·x + 0.25·y + -0.67)
P(MC),P(-ISC|MC),0.8179,P(-C|CT),(-0.05·x + -0.09)/(-0.51·x + -0.85),(0.1·x + 0.0)/(0.99·x + 0.04),(0.02·xy + -0.01·x + -0.02.y + 0.09) / (0.2·xy + -0.1·x + -0.21·y + 0.94)
P(MC),P(-ISC|MC),0.8179,P(SH|CT),(0.58·x + 0.24)/(0.72·x + 0.29),(0.31·x + -0.54)/(0.39·x + -0.68),(-0.17·xy + 0.29·x + 0.12.y + -0.51) / (-0.21·xy + 0.37·x + 0.15·y + -0.64)
P(MC),P(-ISC|MC),0.8179,P(-SH|CT),(-0.1·x + 0.17)/(-0.51·x + 0.84),(-0.12·x + 0.15)/(-0.61·x + 0.77),(-0.16·xy + -0.08·x + 0.03.y + 0.07) / (-0.81·xy + -0.38·x + 0.16·y + 0.36)
P(MC),P(ISC|-MC),0.8179,P(B|CT),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.52·xy + -0.02·x + 0.39.y + -0.28) / (-0.52·xy + -0.02·x + 0.39·y + -0.28)
P(MC),P(ISC|-MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(ISC|-MC),0.8179,P(C|CT),(0.59·x + 0.31)/(0.66·x + 0.34),(-0.66·x + 0.08)/(-0.74·x + 0.08),(0.36·xy + -0.42·x + -0.11.y + -0.36) / (0.4·xy + -0.47·x + -0.12·y + -0.4)
P(MC),P(ISC|-MC),0.8179,P(-C|CT),(0.09·x + -0.03)/(0.94·x + -0.32),(0.09·x + -0.05)/(0.85·x + -0.52),(-0.0·xy + 0.05·x + -0.01.y + -0.08) / (-0.01·xy + 0.52·x + -0.11·y + -0.84)
P(MC),P(ISC|-MC),0.8179,P(SH|CT),(0.32·x + -0.53)/(0.41·x + -0.67),(-0.52·x + -0.35)/(-0.65·x + -0.43),(0.5·xy + 0.06·x + 0.27.y + -0.24) / (0.63·xy + 0.08·x + 0.34·y + -0.31)
P(MC),P(ISC|-MC),0.8179,P(-SH|CT),(0.18·x + -0.07)/(0.92·x + -0.34),(0.18·x + -0.07)/(0.92·x + -0.34),(0.19·xy + -0.05·x + -0.03.y + -0.02) / (0.93·xy + -0.25·x + -0.16·y + -0.08)
P(MC),P(-ISC|-MC),0.8179,P(B|CT),(0.7·x + -0.1)/(0.7·x + -0.1),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.7·xy + -0.05·x + -0.01.y + 0.11) / (-0.7·xy + -0.05·x + -0.01·y + 0.11)
P(MC),P(-ISC|-MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(MC),P(-ISC|-MC),0.8179,P(C|CT),(0.48·x + -0.46)/(0.54·x + -0.51),(-0.15·x + 0.65)/(-0.16·x + 0.73),(-0.18·xy + -0.05·x + -0.09.y + -0.63) / (-0.2·xy + -0.06·x + -0.1·y + -0.71)
P(MC),P(-ISC|-MC),0.8179,P(-C|CT),(-0.09·x + -0.04)/(-0.92·x + -0.38),(0.08·x + 0.06)/(0.78·x + 0.61),(0.02·xy + -0.05·x + 0.05.y + 0.07) / (0.21·xy + -0.49·x + 0.47·y + 0.7)
P(MC),P(-ISC|-MC),0.8179,P(SH|CT),(0.62·x + -0.09)/(0.77·x + -0.12),(-0.09·x + 0.62)/(-0.12·x + 0.77),(-0.48·xy + -0.29·x + 0.27.y + 0.07) / (-0.6·xy + -0.37·x + 0.34·y + 0.08)
P(MC),P(-ISC|-MC),0.8179,P(-SH|CT),(0.19·x + -0.05)/(0.95·x + -0.26),(-0.2·x + 0.01)/(-0.98·x + 0.04),(-0.14·xy + 0.11·x + -0.02.y + -0.06) / (-0.72·xy + 0.57·x + -0.12·y + -0.32)
P(-MC),P(ISC|MC),0.8179,P(B|CT),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.16·x + 0.69)/(0.16·x + 0.69),(0.07·xy + -0.59·x + -0.38.y + 0.02) / (0.07·xy + -0.59·x + -0.38·y + 0.02)
P(-MC),P(ISC|MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|MC),0.8179,P(C|CT),(0.4·x + -0.53)/(0.45·x + -0.59),(0.56·x + 0.36)/(0.62·x + 0.41),(-0.31·xy + -0.18·x + -0.03.y + -0.56) / (-0.35·xy + -0.21·x + -0.03·y + -0.62)
P(-MC),P(ISC|MC),0.8179,P(-C|CT),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.01·x + 0.1)/(-0.11·x + 0.99),(0.06·xy + 0.03·x + -0.05.y + -0.06) / (0.61·xy + 0.26·x + -0.49·y + -0.56)
P(-MC),P(ISC|MC),0.8179,P(SH|CT),(-0.4·x + 0.48)/(-0.5·x + 0.6),(0.28·x + 0.56)/(0.35·x + 0.7),(0.61·xy + 0.02·x + 0.07.y + 0.12) / (0.76·xy + 0.03·x + 0.09·y + 0.15)
P(-MC),P(ISC|MC),0.8179,P(-SH|CT),(-0.14·x + -0.14)/(-0.71·x + -0.68),(0.13·x + 0.15)/(0.66·x + 0.73),(0.14·xy + -0.07·x + 0.07.y + 0.1) / (0.69·xy + -0.35·x + 0.36·y + 0.48)
P(-MC),P(-ISC|MC),0.8179,P(B|CT),(0.67·x + -0.24)/(0.67·x + -0.24),(0.71·x + 0.01)/(0.71·x + 0.01),(0.09·xy + -0.7·x + 0.0.y + 0.04) / (0.09·xy + -0.7·x + 0.0·y + 0.04)
P(-MC),P(-ISC|MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|MC),0.8179,P(C|CT),(0.57·x + -0.36)/(0.63·x + -0.4),(-0.05·x + 0.67)/(-0.05·x + 0.74),(0.4·xy + -0.2·x + 0.42.y + 0.27) / (0.45·xy + -0.22·x + 0.47·y + 0.3)
P(-MC),P(-ISC|MC),0.8179,P(-C|CT),(0.07·x + 0.07)/(0.72·x + 0.69),(0.1·x + -0.0)/(0.99·x + -0.02),(0.07·xy + 0.01·x + 0.07.y + 0.01) / (0.68·xy + 0.06·x + 0.72·y + 0.11)
P(-MC),P(-ISC|MC),0.8179,P(SH|CT),(0.62·x + -0.02)/(0.78·x + -0.02),(0.12·x + 0.61)/(0.15·x + 0.77),(-0.55·xy + 0.29·x + 0.01.y + -0.03) / (-0.69·xy + 0.36·x + 0.01·y + -0.03)
P(-MC),P(-ISC|MC),0.8179,P(-SH|CT),(0.17·x + -0.1)/(0.84·x + -0.5),(-0.04·x + -0.19)/(-0.21·x + -0.96),(-0.11·xy + 0.1·x + -0.12.y + -0.05) / (-0.54·xy + 0.48·x + -0.61·y + -0.26)
P(-MC),P(ISC|-MC),0.8179,P(B|CT),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.69·xy + -0.04·x + -0.03.y + -0.13) / (0.69·xy + -0.04·x + -0.03·y + -0.13)
P(-MC),P(ISC|-MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(ISC|-MC),0.8179,P(C|CT),(0.53·x + 0.41)/(0.59·x + 0.45),(0.56·x + -0.37)/(0.62·x + -0.41),(0.29·xy + 0.39·x + -0.04.y + -0.46) / (0.32·xy + 0.44·x + -0.04·y + -0.51)
P(-MC),P(ISC|-MC),0.8179,P(-C|CT),(-0.06·x + 0.08)/(-0.59·x + 0.8),(0.09·x + 0.05)/(0.85·x + 0.51),(0.1·xy + 0.0·x + 0.01.y + 0.01) / (0.99·xy + 0.01·x + 0.09·y + 0.07)
P(-MC),P(ISC|-MC),0.8179,P(SH|CT),(0.14·x + 0.61)/(0.17·x + 0.76),(-0.62·x + 0.09)/(-0.77·x + 0.12),(-0.06·xy + 0.02·x + 0.43.y + 0.45) / (-0.07·xy + 0.02·x + 0.54·y + 0.56)
P(-MC),P(ISC|-MC),0.8179,P(-SH|CT),(0.04·x + -0.19)/(0.18·x + -0.96),(0.13·x + 0.15)/(0.66·x + 0.73),(-0.06·xy + 0.09·x + 0.09.y + -0.14) / (-0.29·xy + 0.47·x + 0.43·y + -0.69)
P(-MC),P(-ISC|-MC),0.8179,P(B|CT),(0.7·x + 0.06)/(0.7·x + 0.06),(0.51·x + 0.49)/(0.51·x + 0.49),(0.68·xy + 0.19·x + -0.06.y + 0.05) / (0.68·xy + 0.19·x + -0.06·y + 0.05)
P(-MC),P(-ISC|-MC),0.8179,P(-B|CT),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-MC),P(-ISC|-MC),0.8179,P(C|CT),(0.4·x + -0.53)/(0.45·x + -0.59),(-0.15·x + 0.65)/(-0.16·x + 0.73),(0.05·xy + -0.02·x + 0.05.y + 0.66) / (0.06·xy + -0.02·x + 0.06·y + 0.74)
P(-MC),P(-ISC|-MC),0.8179,P(-C|CT),(-0.1·x + -0.0)/(-0.99·x + -0.01),(0.1·x + -0.0)/(0.99·x + -0.02),(-0.01·xy + -0.03·x + 0.03.y + -0.09) / (-0.14·xy + -0.33·x + 0.29·y + -0.88)
P(-MC),P(-ISC|-MC),0.8179,P(SH|CT),(-0.09·x + 0.62)/(-0.12·x + 0.77),(0.12·x + 0.61)/(0.15·x + 0.77),(-0.02·xy + 0.42·x + 0.1.y + -0.45) / (-0.03·xy + 0.52·x + 0.12·y + -0.57)
P(-MC),P(-ISC|-MC),0.8179,P(-SH|CT),(-0.19·x + -0.04)/(-0.96·x + -0.18),(-0.12·x + 0.16)/(-0.58·x + 0.79),(0.04·xy + 0.08·x + -0.07.y + 0.16) / (0.2·xy + 0.38·x + -0.37·y + 0.8)
P(B|MC),P(MC),0.6866,P(ISC|CT),(-0.26·x + 0.22)/(-0.71·x + 0.61),(0.28·x + -0.33)/(0.35·x + -0.83),(-0.05·xy + -0.12·x + -0.21.y + 0.34) / (-0.6·xy + -0.02·x + 0.04·y + 0.68)
P(B|MC),P(MC),0.6866,P(-ISC|CT),(-0.01·x + -0.61)/(0.1·x + -0.79),(-0.64·x + 0.11)/(-0.75·x + 0.13),(-0.39·xy + -0.07·x + -0.04.y + 0.37) / (-0.44·xy + -0.19·x + -0.24·y + 0.64)
P(B|MC),P(MC),0.6866,P(C|CT),(0.48·x + -0.46)/(0.54·x + -0.51),(-0.66·x + 0.12)/(-0.73·x + 0.13),(0.02·xy + 0.45·x + 0.42.y + -0.26) / (0.02·xy + 0.5·x + 0.47·y + -0.28)
P(B|MC),P(MC),0.6866,P(-C|CT),(-0.09·x + -0.05)/(-0.87·x + -0.49),(-0.09·x + -0.05)/(-0.88·x + -0.46),(0.03·xy + -0.06·x + -0.02.y + 0.07) / (0.33·xy + -0.56·x + -0.21·y + 0.73)
P(B|MC),P(MC),0.6866,P(SH|CT),(0.56·x + -0.27)/(0.7·x + -0.34),(-0.59·x + 0.21)/(-0.73·x + 0.27),(0.01·xy + 0.07·x + -0.57.y + 0.25) / (0.02·xy + 0.09·x + -0.71·y + 0.31)
P(B|MC),P(MC),0.6866,P(-SH|CT),(-0.01·x + -0.2)/(-0.04·x + -0.98),(0.18·x + -0.08)/(0.9·x + -0.39),(-0.17·xy + -0.05·x + -0.02.y + -0.08) / (-0.85·xy + -0.25·x + -0.09·y + -0.41)
